Wk,Day,Date,Time,Home,xG,Score,xG,Away,Attendance,Venue,Referee,Match Report,Notes
10,Sat,01/11/2025,15:00,Crystal Palace,0.7,2–0,0.5,Brentford,"25,083",Selhurst Park,Peter Bankes,Match Report,
10,Sat,01/11/2025,15:00,Nott'ham Forest,1.9,2–2,1.2,Manchester Utd,"30,778",The City Ground,Darren England,Match Report,
10,Sat,01/11/2025,15:00,Fulham,1.3,3–0,0.2,Wolves,"26,413",Craven Cottage,John Brooks,Match Report,
10,Sat,01/11/2025,15:00,Burnley,0.4,0–2,2.3,Arsenal,"21,538",Turf Moor,Chris Kavanagh,Match Report,
10,Sat,01/11/2025,15:00,Brighton,3,3–0,0.5,Leeds United,"31,512",The American Express Stadium,Michael Oliver,Match Report,
10,Sat,01/11/2025,17:30,Tottenham,0.1,0–1,3.7,Chelsea,"61,202",Tottenham Hotspur Stadium,Jarred Gillett,Match Report,
10,Sat,01/11/2025,20:00,Liverpool,1.2,2–0,0.4,Aston Villa,"60,407",Anfield,Stuart Attwell,Match Report,
10,Sun,02/11/2025,14:00,West Ham,1.7,3–1,0.5,Newcastle Utd,"62,441",London Stadium,Robert Jones,Match Report,
10,Sun,02/11/2025,16:30,Manchester City,2.2,3–1,0.6,Bournemouth,"52,387",Etihad Stadium,Anthony Taylor,Match Report,
10,Mon,03/11/2025,20:00,Sunderland,1.2,1–1,0.9,Everton,"41,476",Stadium of Light,Thomas Bramall,Match Report,
