Wk,Day,Date,Time,Home,xG,Score,xG,Away,Attendance,Venue,Referee,Match Report,Notes
24,Sat,10/02/2024,12:30,Manchester City,1.6,2–0,0.3,Everton,"52,187",Etihad Stadium,John Brooks,Match Report,
24,Sat,10/02/2024,15:00,Luton Town,1.8,1–3,1.7,Sheffield Utd,"11,138",Kenilworth Road Stadium,Chris Kavanagh,Match Report,
24,Sat,10/02/2024,15:00,Liverpool,2.8,3–1,1.3,Burnley,"59,896",Anfield,Tim Robinson,Match Report,
24,Sat,10/02/2024,15:00,Wolves,1,0–2,1.9,Brentford,"30,731",Molineux Stadium,Simon Hooper,Match Report,
24,Sat,10/02/2024,15:00,Fulham,1.6,3–1,1.8,Bournemouth,"24,271",Craven Cottage,Darren England,Match Report,
24,Sat,10/02/2024,15:00,Tottenham,1.6,2–1,1.2,Brighton,"61,445",Tottenham Hotspur Stadium,Samuel Barrott,Match Report,
24,Sat,10/02/2024,17:30,Nott'ham Forest,1.5,2–3,0.5,Newcastle Utd,"29,451",The City Ground,Anthony Taylor,Match Report,
24,Sun,11/02/2024,14:00,West Ham,0.2,0–6,3.6,Arsenal,"62,475",London Stadium,Craig Pawson,Match Report,
24,Sun,11/02/2024,16:30,Aston Villa,2.4,1–2,1.8,Manchester Utd,"42,185",Villa Park,Robert Jones,Match Report,
24,Mon,12/02/2024,20:00,Crystal Palace,0.6,1–3,1.4,Chelsea,"25,110",Selhurst Park,Michael Oliver,Match Report,
