Wk,Day,Date,Time,Home,Away,Attendance,Venue,Referee,Match Report,Notes
28,Sat,08/03/2025,12:30,Nott'ham Forest,Manchester City,"30,252",The City Ground,Chris Kavanagh,Match Report,
28,Sat,08/03/2025,15:00,Liverpool,Southampton,,Anfield,Lewis Smith,Match Report,
28,Sat,08/03/2025,15:00,Crystal Palace,Ipswich Town,"25,155",Selhurst Park,Simon Hooper,Match Report,
28,Sat,08/03/2025,15:00,Brighton,Fulham,"31,584",The American Express Stadium,Samuel Barrott,Match Report,
28,Sat,08/03/2025,17:30,Brentford,Aston Villa,"17,171",Gtech Community Stadium,Jarred Gillett,Match Report,
28,Sat,08/03/2025,20:00,Wolves,Everton,"30,738",Molineux Stadium,Stuart Attwell,Match Report,
28,Sun,09/03/2025,14:00,Chelsea,Leicester City,"39,750",Stamford Bridge,Tim Robinson,Match Report,
28,Sun,09/03/2025,14:00,Tottenham,Bournemouth,"61,178",Tottenham Hotspur Stadium,John Brooks,Match Report,
28,Sun,09/03/2025,16:30,Manchester Utd,Arsenal,"73,812",Old Trafford,Anthony Taylor,Match Report,
28,Mon,10/03/2025,20:00,West Ham,Newcastle Utd,,London Stadium,,Head-to-Head,
