Wk,Day,Date,Time,Home,Away,Attendance,Venue,Referee,Match Report,Notes
20,Sat,04/01/2025,12:30,Tottenham,Newcastle Utd,,Tottenham Hotspur Stadium,,Head-to-Head,
20,Sat,04/01/2025,15:00,Southampton,Brentford,,St Mary's Stadium,,Head-to-Head,
20,Sat,04/01/2025,15:00,Bournemouth,Everton,,Vitality Stadium,,Head-to-Head,
20,Sat,04/01/2025,15:00,Crystal Palace,Chelsea,,Selhurst Park,,Head-to-Head,
20,Sat,04/01/2025,15:00,Manchester City,West Ham,,Etihad Stadium,,Head-to-Head,
20,Sat,04/01/2025,15:00,Aston Villa,Leicester City,,Villa Park,,Head-to-Head,
20,Sat,04/01/2025,17:30,Brighton,Arsenal,,The American Express Stadium,,Head-to-Head,
20,Sun,05/01/2025,14:00,Fulham,Ipswich Town,,Craven Cottage,,Head-to-Head,
20,Sun,05/01/2025,16:30,Liverpool,Manchester Utd,,Anfield,,Head-to-Head,
20,Mon,06/01/2025,20:00,Wolves,Nott'ham Forest,,Molineux Stadium,,Head-to-Head,
