Wk,Day,Date,Time,Home,Away,Attendance,Venue,Referee,Match Report,Notes
5,Sat,16/09/2023,12:30,Wolves,Liverpool,"31,257",Molineux Stadium,Michael Oliver,Match Report,
5,Sat,16/09/2023,15:00,Fulham,Luton Town,"24,467",Craven Cottage,Michael Salisbury,Match Report,
5,Sat,16/09/2023,15:00,West Ham,Manchester City,"62,475",London Stadium,Andy Madley,Match Report,
5,Sat,16/09/2023,15:00,Aston Villa,Crystal Palace,"40,809",Villa Park,Darren England,Match Report,
5,Sat,16/09/2023,15:00,Manchester Utd,Brighton,"73,592",Old Trafford,Jarred Gillett,Match Report,
5,Sat,16/09/2023,15:00,Tottenham,Sheffield Utd,"61,706",Tottenham Hotspur Stadium,Peter Bankes,Match Report,
5,Sat,16/09/2023,17:30,Newcastle Utd,Brentford,"51,670",St James' Park,Craig Pawson,Match Report,
5,Sun,17/09/2023,14:00,Bournemouth,Chelsea,"10,421",Vitality Stadium,David Coote,Match Report,
5,Sun,17/09/2023,16:30,Everton,Arsenal,"39,217",Goodison Park,Simon Hooper,Match Report,
5,Mon,18/09/2023,19:45,Nott'ham Forest,Burnley,"28,958",The City Ground,Robert Jones,Match Repor,
