Wk,Day,Date,Time,Home,Away,Attendance,Venue,Referee,Match Report,Notes
8,Sat,07/10/2023,12:30,Luton Town,Tottenham,,Kenilworth Road Stadium,,Head-to-Head,
8,Sat,07/10/2023,15:00,Everton,Bournemouth,,Goodison Park,,Head-to-Head,
8,Sat,07/10/2023,15:00,Manchester Utd,Brentford,,Old Trafford,,Head-to-Head,
8,Sat,07/10/2023,15:00,Burnley,Chelsea,,Turf Moor,,Head-to-Head,
8,Sat,07/10/2023,15:00,Fulham,Sheffield Utd,,Craven Cottage,,Head-to-Head,
8,Sat,07/10/2023,17:30,Crystal Palace,Nott'ham Forest,,Selhurst Park,,Head-to-Head,
8,Sun,08/10/2023,14:00,West Ham,Newcastle Utd,,London Stadium,,Head-to-Head,
8,Sun,08/10/2023,14:00,Wolves,Aston Villa,,Molineux Stadium,,Head-to-Head,
8,Sun,08/10/2023,14:00,Brighton,Liverpool,,The American Express Community Stadium,,Head-to-Head,
8,Sun,08/10/2023,16:30,Arsenal,Manchester City,,Emirates Stadium,,Head-to-Head,
