Wk,Day,Date,Time,Home,Away,Attendance,Venue,Referee,Match Report,Notes
38,Sun,19/05/2024,16:00,Luton Town,Fulham,"12,027",Kenilworth Road Stadium,Matt Donohue,Match Report,
38,Sun,19/05/2024,16:00,Sheffield Utd,Tottenham,"29,116",Bramall Lane,Andy Madley,Match Report,
38,Sun,19/05/2024,16:00,Manchester City,West Ham,"55,097",Etihad Stadium,John Brooks,Match Report,
38,Sun,19/05/2024,16:00,Arsenal,Everton,"60,312",Emirates Stadium,Michael Oliver,Match Report,
38,Sun,19/05/2024,16:00,Brighton,Manchester Utd,"31,662",The American Express Community Stadium,Craig Pawson,Match Report,
38,Sun,19/05/2024,16:00,Brentford,Newcastle Utd,"17,124",Gtech Community Stadium,Simon Hooper,Match Report,
38,Sun,19/05/2024,16:00,Chelsea,Bournemouth,"39,724",Stamford Bridge,Anthony Taylor,Match Report,
38,Sun,19/05/2024,16:00,Crystal Palace,Aston Villa,"25,191",Selhurst Park,Darren Bond,Match Report,
38,Sun,19/05/2024,16:00,Liverpool,Wolves,"60,059",Anfield,Chris Kavanagh,Match Report,
38,Sun,19/05/2024,16:00,Burnley,Nott'ham Forest,"21,109",Turf Moor,Graham Scott,Match Report,
