Wk,Day,Date,Time,Home,Away,Attendance,Venue,Referee,Match Report,Notes
27,Sat,02/03/2024,15:00,Fulham,Brighton,"24,460",Craven Cottage,Simon Hooper,Match Report,
27,Sat,02/03/2024,15:00,Tottenham,Crystal Palace,"61,339",Tottenham Hotspur Stadium,John Brooks,Match Report,
27,Sat,02/03/2024,15:00,Brentford,Chelsea,"17,140",Gtech Community Stadium,Jarred Gillett,Match Report,
27,Sat,02/03/2024,15:00,Newcastle Utd,Wolves,"52,206",St James' Park,Tim Robinson,Match Report,
27,Sat,02/03/2024,15:00,Nott'ham Forest,Liverpool,"29,603",The City Ground,Paul Tierney,Match Report,
27,Sat,02/03/2024,15:00,Everton,West Ham,"39,262",Goodison Park,Craig Pawson,Match Report,
27,Sat,02/03/2024,17:30,Luton Town,Aston Villa,"11,594",Kenilworth Road Stadium,Michael Oliver,Match Report,
27,Sun,03/03/2024,13:00,Burnley,Bournemouth,"19,713",Turf Moor,David Coote,Match Report,
27,Sun,03/03/2024,15:30,Manchester City,Manchester Utd,"53,514",Etihad Stadium,Andy Madley,Match Report,
27,Mon,04/03/2024,20:00,Sheffield Utd,Arsenal,"29,157",Bramall Lane,Samuel Barrott,Match Report,
