Wk,Day,Date,Time,Home,Away,Attendance,Venue,Referee,Match Report,Notes
14,Sat,02/12/2023,15:00,Brentford,Luton Town,"17,075",Gtech Community Stadium,Anthony Taylor,Match Report,
14,Sat,02/12/2023,15:00,Arsenal,Wolves,"60,262",Emirates Stadium,Peter Bankes,Match Report,
14,Sat,02/12/2023,15:00,Burnley,Sheffield Utd,"21,478",Turf Moor,Chris Kavanagh,Match Report,
14,Sat,02/12/2023,17:30,Nott'ham Forest,Everton,"29,404",The City Ground,Paul Tierney,Match Report,
14,Sat,02/12/2023,20:00,Newcastle Utd,Manchester Utd,"52,214",St James' Park,Robert Jones,Match Report,
14,Sun,03/12/2023,14:00,Bournemouth,Aston Villa,"11,191",Vitality Stadium,Thomas Bramall,Match Report,
14,Sun,03/12/2023,14:00,Liverpool,Fulham,"50,124",Anfield,Stuart Attwell,Match Report,
14,Sun,03/12/2023,14:00,Chelsea,Brighton,"39,647",Stamford Bridge,Craig Pawson,Match Report,
14,Sun,03/12/2023,14:00,West Ham,Crystal Palace,"62,414",London Stadium,Michael Oliver,Match Report,
14,Sun,03/12/2023,16:30,Manchester City,Tottenham,"53,473",Etihad Stadium,Simon Hooper,Match Report,
