Wk,Day,Date,Time,Home,Away,Attendance,Venue,Referee,Match Report,Notes
23,Sat,03/02/2024,12:30,Everton,Tottenham,"39,321",Goodison Park,Michael Oliver,Match Report,
23,Sat,03/02/2024,15:00,Newcastle Utd,Luton Town,"52,211",St James' Park,Thomas Bramall,Match Report,
23,Sat,03/02/2024,15:00,Brighton,Crystal Palace,"31,345",The American Express Community Stadium,Simon Hooper,Match Report,
23,Sat,03/02/2024,15:00,Burnley,Fulham,"20,203",Turf Moor,Darren Bond,Match Report,
23,Sat,03/02/2024,17:30,Sheffield Utd,Aston Villa,"30,187",Bramall Lane,Paul Tierney,Match Report,
23,Sun,04/02/2024,14:00,Bournemouth,Nott'ham Forest,"11,200",Vitality Stadium,Rebecca Welch,Match Report,
23,Sun,04/02/2024,14:00,Manchester Utd,West Ham,"73,612",Old Trafford,Andy Madley,Match Report,
23,Sun,04/02/2024,14:00,Chelsea,Wolves,"39,628",Stamford Bridge,Tim Robinson,Match Report,
23,Sun,04/02/2024,16:30,Arsenal,Liverpool,"60,374",Emirates Stadium,Anthony Taylor,Match Report,
23,Mon,05/02/2024,20:00,Brentford,Manchester City,"17,096",Gtech Community Stadium,Jarred Gillett,Match Report,
