Wk,Day,Date,Time,Home,Away,Attendance,Venue,Referee,Match Report,Notes
36,Fri,03/05/2024,20:00,Luton Town,Everton,"11,873",Kenilworth Road Stadium,Tim Robinson,Match Report,
36,Sat,04/05/2024,12:30,Arsenal,Bournemouth,"60,348",Emirates Stadium,David Coote,Match Report,
36,Sat,04/05/2024,15:00,Burnley,Newcastle Utd,"21,781",Turf Moor,Anthony Taylor,Match Report,
36,Sat,04/05/2024,15:00,Sheffield Utd,Nott'ham Forest,"28,516",Bramall Lane,Chris Kavanagh,Match Report,
36,Sat,04/05/2024,15:00,Brentford,Fulham,"17,090",Gtech Community Stadium,Graham Scott,Match Report,
36,Sat,04/05/2024,17:30,Manchester City,Wolves,"52,439",Etihad Stadium,Craig Pawson,Match Report,
36,Sun,05/05/2024,14:00,Brighton,Aston Villa,"31,596",The American Express Community Stadium,Robert Jones,Match Report,
36,Sun,05/05/2024,14:00,Chelsea,West Ham,"39,295",Stamford Bridge,Andy Madley,Match Report,
36,Sun,05/05/2024,16:30,Liverpool,Tottenham,"60,075",Anfield,Paul Tierney,Match Report,
36,Mon,06/05/2024,20:00,Crystal Palace,Manchester Utd,"25,190",Selhurst Park,Jarred Gillett,Match Report,
