Wk,Day,Date,Time,Home,Away,Attendance,Venue,Referee,Match Report,Notes
20,Sat,30/12/2023,12:30,Luton Town,Chelsea,,Kenilworth Road Stadium,,Head-to-Head,
20,Sat,30/12/2023,15:00,Aston Villa,Burnley,,Villa Park,,Head-to-Head,
20,Sat,30/12/2023,15:00,Wolves,Everton,,Molineux Stadium,,Head-to-Head,
20,Sat,30/12/2023,15:00,Manchester City,Sheffield Utd,,Etihad Stadium,,Head-to-Head,
20,Sat,30/12/2023,15:00,Crystal Palace,Brentford,,Selhurst Park,,Head-to-Head,
20,Sat,30/12/2023,17:30,Nott'ham Forest,Manchester Utd,,The City Ground,,Head-to-Head,
20,Sun,31/12/2023,14:00,Tottenham,Bournemouth,,Tottenham Hotspur Stadium,,Head-to-Head,
20,Sun,31/12/2023,14:00,Fulham,Arsenal,,Craven Cottage,,Head-to-Head,
20,Mon,01/01/2024,20:00,Liverpool,Newcastle Utd,,Anfield,,Head-to-Head,
20,Tue,02/01/2024,19:30,West Ham,Brighton,,London Stadium,,Head-to-Head,
