Wk,Day,Date,Time,Home,Away,Attendance,Venue,Referee,Match Report,Notes
29,Tue,03/03/2026,19:30,Bournemouth,Brentford,"11,108",Vitality Stadium,Craig Pawson,Match Report,
29,Tue,03/03/2026,19:30,Leeds United,Sunderland,"36,713",Elland Road,Stuart Attwell,Match Report,
29,Tue,03/03/2026,19:30,Everton,Burnley,"51,959",Hill Dickinson Stadium,Tim Robinson,Match Report,
29,Tue,03/03/2026,20:15,Wolves,Liverpool,"30,247",Molineux Stadium,Thomas Bramall,Match Report,
29,Wed,04/03/2026,19:30,Brighton,Arsenal,"31,575",The American Express Stadium,Chris Kavanagh,Match Report,
29,Wed,04/03/2026,19:30,Manchester City,Nottingham Forest,"51,965",Etihad Stadium,Darren England,Match Report,
29,Wed,04/03/2026,19:30,Fulham,West Ham United,"27,191",Craven Cottage,Matt Donohue,Match Report,
29,Wed,04/03/2026,19:30,Aston Villa,Chelsea,"42,084",Villa Park,Jarred Gillett,Match Report,
29,Wed,04/03/2026,20:15,Newcastle United,Manchester Utd,"52,184",St James' Park,Peter Bankes,Match Report,
29,Thu,05/03/2026,20:00,Tottenham Hotspur,Crystal Palace,"60,213",Tottenham Hotspur Stadium,Andy Madley,Match Report,
