Wk,Day,Date,Time,Home,Away,Attendance,Venue,Referee,Match Report,Notes
7,Fri,03/10/2025,20:00,Bournemouth,Fulham,"11,165",Vitality Stadium,Simon Hooper,Match Report,
7,Sat,04/10/2025,12:30,Leeds United,Tottenham,"36,703",Elland Road,Thomas Bramall,Match Report,
7,Sat,04/10/2025,15:00,Arsenal,West Ham,"60,181",Emirates Stadium,John Brooks,Match Report,
7,Sat,04/10/2025,15:00,Manchester Utd,Sunderland,"74,004",Old Trafford,Stuart Attwell,Match Report,
7,Sat,04/10/2025,17:30,Chelsea,Liverpool,"39,538",Stamford Bridge,Anthony Taylor,Match Report,
7,Sun,05/10/2025,14:00,Wolves,Brighton,"29,504",Molineux Stadium,Jarred Gillett,Match Report,
7,Sun,05/10/2025,14:00,Everton,Crystal Palace,"51,770",Hill Dickinson Stadium,Michael Salisbury,Match Report,
7,Sun,05/10/2025,14:00,Aston Villa,Burnley,"40,308",Villa Park,Andrew Kitchen,Match Report,
7,Sun,05/10/2025,14:00,Newcastle Utd,Nott'ham Forest,"52,189",St James' Park,Peter Bankes,Match Report,
7,Sun,05/10/2025,16:30,Brentford,Manchester City,"17,028",Gtech Community Stadium,Darren England,Match Report,
