Wk,Day,Date,Time,Home,Away,Attendance,Venue,Referee,Match Report,Notes
23,Sat,24/01/2026,12:30,West Ham United,Sunderland,,London Stadium,,Head-to-Head,
23,Sat,24/01/2026,15:00,Manchester City,Wolves,,Etihad Stadium,,Head-to-Head,
23,Sat,24/01/2026,15:00,Burnley,Tottenham Hotspur,,Turf Moor,,Head-to-Head,
23,Sat,24/01/2026,15:00,Fulham,Brighton,,Craven Cottage,,Head-to-Head,
23,Sat,24/01/2026,17:30,Bournemouth,Liverpool,,Vitality Stadium,,Head-to-Head,
23,Sun,25/01/2026,14:00,Brentford,Nottingham Forest,,Gtech Community Stadium,,Head-to-Head,
23,Sun,25/01/2026,14:00,Newcastle United,Aston Villa,,St James' Park,,Head-to-Head,
23,Sun,25/01/2026,14:00,Crystal Palace,Chelsea,,Selhurst Park,,Head-to-Head,
23,Sun,25/01/2026,16:30,Arsenal,Manchester Utd,,Emirates Stadium,,Head-to-Head,
23,Mon,26/01/2026,20:00,Everton,Leeds United,,Hill Dickinson Stadium,,Head-to-Head,
