Wk,Day,Date,Time,Home,Away,Attendance,Venue,Referee,Match Report,Notes
10,Sat,01/11/2025,15:00,Crystal Palace,Brentford,"25,083",Selhurst Park,Peter Bankes,Match Report,
10,Sat,01/11/2025,15:00,Nott'ham Forest,Manchester Utd,"30,778",The City Ground,Darren England,Match Report,
10,Sat,01/11/2025,15:00,Fulham,Wolves,"26,413",Craven Cottage,John Brooks,Match Report,
10,Sat,01/11/2025,15:00,Burnley,Arsenal,"21,538",Turf Moor,Chris Kavanagh,Match Report,
10,Sat,01/11/2025,15:00,Brighton,Leeds United,"31,512",The American Express Stadium,Michael Oliver,Match Report,
10,Sat,01/11/2025,17:30,Tottenham,Chelsea,"61,202",Tottenham Hotspur Stadium,Jarred Gillett,Match Report,
10,Sat,01/11/2025,20:00,Liverpool,Aston Villa,"60,407",Anfield,Stuart Attwell,Match Report,
10,Sun,02/11/2025,14:00,West Ham,Newcastle Utd,"62,441",London Stadium,Robert Jones,Match Report,
10,Sun,02/11/2025,16:30,Manchester City,Bournemouth,"52,387",Etihad Stadium,Anthony Taylor,Match Report,
10,Mon,03/11/2025,20:00,Sunderland,Everton,"41,476",Stadium of Light,Thomas Bramall,Match Report,
