Wk,Day,Date,Time,Home,Away,Attendance,Venue,Referee,Match Report,Notes
8,Sat,18/10/2025,12:30,Nott'ham Forest,Chelsea,"30,495",The City Ground,Chris Kavanagh,Match Report,
8,Sat,18/10/2025,15:00,Sunderland,Wolves,"46,578",Stadium of Light,Robert Jones,Match Report,
8,Sat,18/10/2025,15:00,Burnley,Leeds United,"21,646",Turf Moor,Tim Robinson,Match Report,
8,Sat,18/10/2025,15:00,Brighton,Newcastle Utd,"31,620",The American Express Stadium,Craig Pawson,Match Report,
8,Sat,18/10/2025,15:00,Crystal Palace,Bournemouth,"25,125",Selhurst Park,Jarred Gillett,Match Report,
8,Sat,18/10/2025,15:00,Manchester City,Everton,"52,498",Etihad Stadium,Tony Harrington,Match Report,
8,Sat,18/10/2025,17:30,Fulham,Arsenal,"27,736",Craven Cottage,Anthony Taylor,Match Report,
8,Sun,19/10/2025,14:00,Tottenham,Aston Villa,"61,291",Tottenham Hotspur Stadium,Simon Hooper,Match Report,
8,Sun,19/10/2025,16:30,Liverpool,Manchester Utd,"60,337",Anfield,Michael Oliver,Match Report,
8,Mon,20/10/2025,20:00,West Ham,Brentford,"62,452",London Stadium,Andy Madley,Match Report,
