Wk,Day,Date,Time,Home,Away,Attendance,Venue,Referee,Match Report,Notes
18,Fri,26/12/2025,20:00,Manchester Utd,Newcastle United,"73,996",Old Trafford,Anthony Taylor,Match Report,
18,Sat,27/12/2025,12:30,Nottingham Forest,Manchester City,"30,778",The City Ground,Robert Jones,Match Report,
18,Sat,27/12/2025,15:00,Brentford,Bournemouth,"17,152",Gtech Community Stadium,Peter Bankes,Match Report,
18,Sat,27/12/2025,15:00,Burnley,Everton,"21,637",Turf Moor,Craig Pawson,Match Report,
18,Sat,27/12/2025,15:00,West Ham United,Fulham,"62,464",London Stadium,Chris Kavanagh,Match Report,
18,Sat,27/12/2025,15:00,Arsenal,Brighton,"60,209",Emirates Stadium,John Brooks,Match Report,
18,Sat,27/12/2025,15:00,Liverpool,Wolves,"60,466",Anfield,Simon Hooper,Match Report,
18,Sat,27/12/2025,17:30,Chelsea,Aston Villa,"39,765",Stamford Bridge,Stuart Attwell,Match Report,
18,Sun,28/12/2025,14:00,Sunderland,Leeds United,"46,675",Stadium of Light,Tony Harrington,Match Report,
18,Sun,28/12/2025,16:30,Crystal Palace,Tottenham Hotspur,"25,186",Selhurst Park,Jarred Gillett,Match Report,
