Wk,Day,Date,Time,Home,xG,Score,xG,Away,Attendance,Venue,Referee,Match Report,Notes
7,Sat,05/10/2024,12:30,Crystal Palace,0.6,0–1,1.4,Liverpool,"25,185",Selhurst Park,Simon Hooper,Match Report,
7,Sat,05/10/2024,15:00,Manchester City,1.6,3–2,2.6,Fulham,,Etihad Stadium,Peter Bankes,Match Report,
7,Sat,05/10/2024,15:00,Brentford,4.2,5–3,1,Wolves,"16,960",Gtech Community Stadium,Andy Madley,Match Report,
7,Sat,05/10/2024,15:00,West Ham,3.6,4–1,0.6,Ipswich Town,,London Stadium,Anthony Taylor,Match Report,
7,Sat,05/10/2024,15:00,Arsenal,2.8,3–1,0.6,Southampton,"60,307",Emirates Stadium,Tony Harrington,Match Report,
7,Sat,05/10/2024,15:00,Leicester City,0.8,1–0,2.1,Bournemouth,"31,706",King Power Stadium,Darren Bond,Match Report,
7,Sat,05/10/2024,17:30,Everton,0.7,0–0,2.1,Newcastle Utd,"39,265",Goodison Park,Craig Pawson,Match Report,
7,Sun,06/10/2024,14:00,Aston Villa,0.5,0–0,0.6,Manchester Utd,,Villa Park,Robert Jones,Match Report,
7,Sun,06/10/2024,14:00,Chelsea,2.3,1–1,0.9,Nott'ham Forest,,Stamford Bridge,Chris Kavanagh,Match Report,
7,Sun,06/10/2024,16:30,Brighton,1.8,3–2,1.3,Tottenham,"31,487",The American Express Stadium,David Coote,Match Report,
