Wk,Day,Date,Time,Home,Away,Attendance,Venue,Referee,Match Report,Notes
11,Sat,09/11/2024,15:00,Brentford,Bournemouth,"16,587",Gtech Community Stadium,Darren Bond,Match Report,
11,Sat,09/11/2024,15:00,West Ham,Everton,"62,463",London Stadium,Stuart Attwell,Match Report,
11,Sat,09/11/2024,15:00,Crystal Palace,Fulham,"25,142",Selhurst Park,Michael Salisbury,Match Report,
11,Sat,09/11/2024,15:00,Wolves,Southampton,"31,403",Molineux Stadium,Thomas Bramall,Match Report,
11,Sat,09/11/2024,17:30,Brighton,Manchester City,"31,715",The American Express Stadium,Samuel Barrott,Match Report,
11,Sat,09/11/2024,20:00,Liverpool,Aston Villa,"60,292",Anfield,David Coote,Match Report,
11,Sun,10/11/2024,14:00,Manchester Utd,Leicester City,"73,829",Old Trafford,Peter Bankes,Match Report,
11,Sun,10/11/2024,14:00,Nott'ham Forest,Newcastle Utd,"30,145",The City Ground,Anthony Taylor,Match Report,
11,Sun,10/11/2024,14:00,Tottenham,Ipswich Town,"61,505",Tottenham Hotspur Stadium,Darren England,Match Report,
11,Sun,10/11/2024,16:30,Chelsea,Arsenal,"39,780",Stamford Bridge,Michael Oliver,Match Report,
