Wk,Day,Date,Time,Home,Away,Attendance,Venue,Referee,Match Report,Notes
14,Tue,03/12/2024,19:30,Ipswich Town,Crystal Palace,"29,533",Portman Road Stadium,Craig Pawson,Match Report,
14,Tue,03/12/2024,20:15,Leicester City,West Ham,"30,947",King Power Stadium,Joshua Smith,Match Report,
14,Wed,04/12/2024,19:30,Everton,Wolves,"38,820",Goodison Park,Michael Salisbury,Match Report,
14,Wed,04/12/2024,19:30,Newcastle Utd,Liverpool,"52,237",St James' Park,Andy Madley,Match Report,
14,Wed,04/12/2024,19:30,Manchester City,Nott'ham Forest,"51,764",Etihad Stadium,Michael Oliver,Match Report,
14,Wed,04/12/2024,19:30,Southampton,Chelsea,"31,193",St Mary's Stadium,Tony Harrington,Match Report,
14,Wed,04/12/2024,20:15,Arsenal,Manchester Utd,"60,256",Emirates Stadium,Samuel Barrott,Match Report,
14,Wed,04/12/2024,20:15,Aston Villa,Brentford,"42,148",Villa Park,Lewis Smith,Match Report,
14,Thu,05/12/2024,19:30,Fulham,Brighton,"26,368",Craven Cottage,Peter Bankes,Match Report,
14,Thu,05/12/2024,20:15,Bournemouth,Tottenham,"11,234",Vitality Stadium,Simon Hooper,Match Report,
