Wk,Day,Date,Time,Home,Away,Attendance,Venue,Referee,Match Report,Notes
22,Sat,18/01/2025,12:30,Newcastle Utd,Bournemouth,"52,227",St James' Park,Stuart Attwell,Match Report,
22,Sat,18/01/2025,15:00,West Ham,Crystal Palace,"62,469",London Stadium,Thomas Bramall,Match Report,
22,Sat,18/01/2025,15:00,Brentford,Liverpool,"17,215",Gtech Community Stadium,Andy Madley,Match Report,
22,Sat,18/01/2025,15:00,Leicester City,Fulham,"31,500",King Power Stadium,Michael Salisbury,Match Report,
22,Sat,18/01/2025,17:30,Arsenal,Aston Villa,"60,067",Emirates Stadium,Chris Kavanagh,Match Report,
22,Sun,19/01/2025,14:00,Manchester Utd,Brighton,"73,758",Old Trafford,Peter Bankes,Match Report,
22,Sun,19/01/2025,14:00,Nott'ham Forest,Southampton,"30,180",The City Ground,Anthony Taylor,Match Report,
22,Sun,19/01/2025,14:00,Everton,Tottenham,"39,326",Goodison Park,Darren England,Match Report,
22,Sun,19/01/2025,16:30,Ipswich Town,Manchester City,"29,841",Portman Road Stadium,Samuel Barrott,Match Report,
22,Mon,20/01/2025,20:00,Chelsea,Wolves,"39,221",Stamford Bridge,Simon Hooper,Match Report,
