Wk,Day,Date,Time,Home,Away,Attendance,Venue,Referee,Match Report,Notes
18,Thu,26/12/2024,12:30,Manchester City,Everton,,Etihad Stadium,Simon Hooper,Match Report,
18,Thu,26/12/2024,15:00,Chelsea,Fulham,,Stamford Bridge,Samuel Barrott,Match Report,
18,Thu,26/12/2024,15:00,Southampton,West Ham,"31,059",St Mary's Stadium,Lewis Smith,Match Report,
18,Thu,26/12/2024,15:00,Bournemouth,Crystal Palace,"11,129",Vitality Stadium,Thomas Bramall,Match Report,
18,Thu,26/12/2024,15:00,Newcastle Utd,Aston Villa,"52,168",St James' Park,Anthony Taylor,Match Report,
18,Thu,26/12/2024,15:00,Nott'ham Forest,Tottenham,"30,200",The City Ground,Craig Pawson,Match Report,
18,Thu,26/12/2024,17:30,Wolves,Manchester Utd,,Molineux Stadium,Tony Harrington,Match Report,
18,Thu,26/12/2024,20:00,Liverpool,Leicester City,"60,300",Anfield,Darren Bond,Match Report,
18,Fri,27/12/2024,19:30,Brighton,Brentford,"31,548",The American Express Stadium,Andy Madley,Match Report,
18,Fri,27/12/2024,20:15,Arsenal,Ipswich Town,,Emirates Stadium,Darren England,Match Report,
