Wk,Day,Date,Time,Home,Away,Attendance,Venue,Referee,Match Report,Notes
9,Fri,25/10/2024,20:00,Leicester City,Nott'ham Forest,"31,879",King Power Stadium,Craig Pawson,Match Report,
9,Sat,26/10/2024,15:00,Brentford,Ipswich Town,"17,109",Gtech Community Stadium,Lewis Smith,Match Report,
9,Sat,26/10/2024,15:00,Brighton,Wolves,"31,840",The American Express Stadium,Michael Oliver,Match Report,
9,Sat,26/10/2024,15:00,Manchester City,Southampton,"52,844",Etihad Stadium,Tony Harrington,Match Report,
9,Sat,26/10/2024,15:00,Aston Villa,Bournemouth,"42,165",Villa Park,Chris Kavanagh,Match Report,
9,Sat,26/10/2024,17:30,Everton,Fulham,"38,742",Goodison Park,John Brooks,Match Report,
9,Sun,27/10/2024,14:00,Chelsea,Newcastle Utd,"39,526",Stamford Bridge,Simon Hooper,Match Report,
9,Sun,27/10/2024,14:00,West Ham,Manchester Utd,"62,474",London Stadium,David Coote,Match Report,
9,Sun,27/10/2024,14:00,Crystal Palace,Tottenham,"25,108",Selhurst Park,Darren Bond,Match Report,
9,Sun,27/10/2024,16:30,Arsenal,Liverpool,"60,383",Emirates Stadium,Anthony Taylor,Match Report,
