Wk,Day,Date,Time,Home,Away,Attendance,Venue,Referee,Match Report,Notes
37,Fri,16/05/2025,19:30,Aston Villa,Tottenham,"42,239",Villa Park,Peter Bankes,Match Report,
37,Fri,16/05/2025,20:15,Chelsea,Manchester Utd,"39,849",Stamford Bridge,Chris Kavanagh,Match Report,
37,Sun,18/05/2025,12:00,Everton,Southampton,"39,201",Goodison Park,Michael Oliver,Match Report,
37,Sun,18/05/2025,14:15,West Ham,Nott'ham Forest,"62,466",London Stadium,Samuel Barrott,Match Report,
37,Sun,18/05/2025,15:00,Brentford,Fulham,"17,136",Gtech Community Stadium,Jarred Gillett,Match Report,
37,Sun,18/05/2025,15:00,Leicester City,Ipswich Town,"31,986",King Power Stadium,Andrew Kitchen,Match Report,
37,Sun,18/05/2025,16:30,Arsenal,Newcastle Utd,"60,160",Emirates Stadium,Simon Hooper,Match Report,
37,Mon,19/05/2025,20:00,Brighton,Liverpool,"31,611",The American Express Stadium,Andy Madley,Match Report,
37,Tue,20/05/2025,20:00,Manchester City,Bournemouth,"52,487",Etihad Stadium,Thomas Bramall,Match Report,
37,Tue,20/05/2025,20:00,Crystal Palace,Wolves,"24,766",Selhurst Park,David Webb,Match Report,
