Wk,Day,Date,Time,Home,Away,Attendance,Venue,Referee,Match Report,Notes
36,Sat,10/05/2025,15:00,Ipswich Town,Brentford,"29,511",Portman Road Stadium,Samuel Barrott,Match Report,
36,Sat,10/05/2025,15:00,Fulham,Everton,"27,653",Craven Cottage,Darren England,Match Report,
36,Sat,10/05/2025,15:00,Wolves,Brighton,"31,279",Molineux Stadium,Michael Oliver,Match Report,
36,Sat,10/05/2025,15:00,Southampton,Manchester City,"30,937",St Mary's Stadium,Tim Robinson,Match Report,
36,Sat,10/05/2025,17:30,Bournemouth,Aston Villa,"11,187",Vitality Stadium,Stuart Attwell,Match Report,
36,Sun,11/05/2025,12:00,Newcastle Utd,Chelsea,"52,231",St James' Park,John Brooks,Match Report,
36,Sun,11/05/2025,14:15,Nott'ham Forest,Leicester City,"30,245",The City Ground,Tony Harrington,Match Report,
36,Sun,11/05/2025,14:15,Tottenham,Crystal Palace,"60,254",Tottenham Hotspur Stadium,Chris Kavanagh,Match Report,
36,Sun,11/05/2025,14:15,Manchester Utd,West Ham,"73,804",Old Trafford,Jarred Gillett,Match Report,
36,Sun,11/05/2025,16:30,Liverpool,Arsenal,"60,324",Anfield,Anthony Taylor,Match Report,
