Wk,Day,Date,Time,Home,Away,Attendance,Venue,Referee,Match Report,Notes
23,Sat,25/01/2025,15:00,Wolves,Arsenal,"31,503",Molineux Stadium,Michael Oliver,Match Report,
23,Sat,25/01/2025,15:00,Southampton,Newcastle Utd,"31,141",St Mary's Stadium,Samuel Barrott,Match Report,
23,Sat,25/01/2025,15:00,Brighton,Everton,"31,087",The American Express Stadium,Tim Robinson,Match Report,
23,Sat,25/01/2025,15:00,Liverpool,Ipswich Town,"60,420",Anfield,Michael Salisbury,Match Report,
23,Sat,25/01/2025,15:00,Bournemouth,Nott'ham Forest,"11,228",Vitality Stadium,Craig Pawson,Match Report,
23,Sat,25/01/2025,17:30,Manchester City,Chelsea,"52,687",Etihad Stadium,John Brooks,Match Report,
23,Sun,26/01/2025,14:00,Crystal Palace,Brentford,"25,066",Selhurst Park,Tony Harrington,Match Report,
23,Sun,26/01/2025,14:00,Tottenham,Leicester City,"61,295",Tottenham Hotspur Stadium,Robert Jones,Match Report,
23,Sun,26/01/2025,16:30,Aston Villa,West Ham,"41,628",Villa Park,Peter Bankes,Match Report,
23,Sun,26/01/2025,19:00,Fulham,Manchester Utd,"27,288",Craven Cottage,Anthony Taylor,Match Report,
