Wk,Day,Date,Time,Home,xG,Score,xG,Away,Attendance,Venue,Referee,Match Report,Notes
3,Sat,30/08/2025,12:30,Chelsea,2.1,2–0,0.9,Fulham,"39,745",Stamford Bridge,Robert Jones,Match Report,
3,Sat,30/08/2025,15:00,Sunderland,1.5,2–1,1.2,Brentford,"46,267",Stadium of Light,Anthony Taylor,Match Report,
3,Sat,30/08/2025,15:00,Wolves,1.1,2–3,1.9,Everton,"30,271",Molineux Stadium,Michael Oliver,Match Report,
3,Sat,30/08/2025,15:00,Tottenham,0.2,0–1,1.5,Bournemouth,"61,250",Tottenham Hotspur Stadium,Simon Hooper,Match Report,
3,Sat,30/08/2025,15:00,Manchester Utd,3.6,3–2,1.2,Burnley,"74,257",Old Trafford,Samuel Barrott,Match Report,
3,Sat,30/08/2025,17:30,Leeds United,0.7,0–0,0.5,Newcastle Utd,"36,727",Elland Road,Peter Bankes,Match Report,
3,Sun,31/08/2025,14:00,Brighton,2.2,2–1,1.8,Manchester City,"31,485",The American Express Stadium,Darren England,Match Report,
3,Sun,31/08/2025,14:00,Nott'ham Forest,0.7,0–3,2.4,West Ham,"30,215",The City Ground,Craig Pawson,Match Report,
3,Sun,31/08/2025,16:30,Liverpool,0.5,1–0,0.5,Arsenal,"60,455",Anfield,Chris Kavanagh,Match Report,
3,Sun,31/08/2025,19:00,Aston Villa,1.1,0–3,2.6,Crystal Palace,"41,036",Villa Park,Stuart Attwell,Match Report,
