Date,Time,Round,Day,Venue,Result,GF,GA,Opponent,Gls,Sh,SoT,SoT%,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Match Report
12/08/2023,15:00,Matchweek 1,Sat,Home,D,1,1,West Ham,1,14,5,35.7,0.07,0.2,20.7,1,0,0,1.3,1.3,0.1,-0.3,-0.3,Match Report
19/08/2023,15:00,Matchweek 2,Sat,Away,L,1,3,Liverpool,1,13,5,38.5,0.08,0.2,19.7,1,0,0,1.3,1.3,0.1,-0.3,-0.3,Match Report
26/08/2023,12:30,Matchweek 3,Sat,Home,L,0,2,Tottenham,0,11,3,27.3,0,0,17.8,0,0,0,0.7,0.7,0.06,-0.7,-0.7,Match Report
02/09/2023,15:00,Matchweek 4,Sat,Away,D,2,2,Brentford,2,12,5,41.7,0.17,0.4,15.1,0,0,0,2.1,2.1,0.17,-0.1,-0.1,Match Report
17/09/2023,14:00,Matchweek 5,Sun,Home,D,0,0,Chelsea,0,13,4,30.8,0,0,16.7,1,0,0,1,1,0.08,-1,-1,Match Report
24/09/2023,14:00,Matchweek 6,Sun,Away,L,1,3,Brighton,1,12,3,25,0.08,0.33,17.6,1,0,0,1.1,1.1,0.1,-0.1,-0.1,Match Report
30/09/2023,15:00,Matchweek 7,Sat,Home,L,0,4,Arsenal,0,8,1,12.5,0,0,14.1,0,0,0,0.6,0.6,0.08,-0.6,-0.6,Match Report
07/10/2023,15:00,Matchweek 8,Sat,Away,L,0,3,Everton,0,11,3,27.3,0,0,16.2,0,0,0,0.7,0.7,0.06,-0.7,-0.7,Match Report
21/10/2023,15:00,Matchweek 9,Sat,Home,L,1,2,Wolves,1,7,4,57.1,0.14,0.25,17.1,0,0,0,0.6,0.6,0.09,0.4,0.4,Match Report
28/10/2023,15:00,Matchweek 10,Sat,Home,W,2,1,Burnley,2,13,6,46.2,0.15,0.33,19.5,2,0,0,1.1,1.1,0.09,0.9,0.9,
04/11/2023,15:00,Matchweek 11,Sat,Away,L,1,6,Manchester City,1,5,1,20,0.2,1,11.4,0,0,0,0.9,0.9,0.18,0.1,0.1,Match Report
11/11/2023,17:30,Matchweek 12,Sat,Home,W,2,0,Newcastle Utd,2,19,10,52.6,0.11,0.2,14.9,0,0,0,2.4,2.4,0.13,-0.4,-0.4,Match Report
25/11/2023,15:00,Matchweek 13,Sat,Away,W,3,1,Sheffield Utd,3,23,11,47.8,0.13,0.27,15.7,0,0,0,2.9,2.9,0.13,0.1,0.1,Match Report
03/12/2023,14:00,Matchweek 14,Sun,Home,D,2,2,Aston Villa,2,15,7,46.7,0.13,0.29,13.6,0,0,0,2,2,0.13,0,0,Match Report
06/12/2023,19:30,Matchweek 15,Wed,Away,W,2,0,Crystal Palace,2,11,4,36.4,0.18,0.5,11.5,0,0,0,1.8,1.8,0.17,0.2,0.2,Match Report
09/12/2023,15:00,Matchweek 16,Sat,Away,W,3,0,Manchester Utd,3,10,4,40,0.3,0.75,12.7,0,0,0,1.5,1.5,0.15,1.5,1.5,Match Report
23/12/2023,15:00,Matchweek 18,Sat,Away,W,3,2,Nott'ham Forest,3,18,6,33.3,0.17,0.5,15.9,1,0,0,1.6,1.6,0.09,1.4,1.4,Match Report
26/12/2023,15:00,Matchweek 19,Tue,Home,W,3,0,Fulham,3,15,3,20,0.13,0.67,18.5,0,1,1,1.8,1,0.07,1.2,1,Match Report
31/12/2023,14:00,Matchweek 20,Sun,Away,L,1,3,Tottenham,1,24,4,16.7,0.04,0.25,17.2,1,0,0,1.7,1.7,0.07,-0.7,-0.7,Match Report
21/01/2024,16:30,Matchweek 21,Sun,Home,L,0,4,Liverpool,0,11,1,9.1,0,0,19.8,0,0,0,1.4,1.4,0.12,-1.4,-1.4,Match Report
01/02/2024,19:30,Matchweek 22,Thu,Away,D,1,1,West Ham,1,9,4,44.4,0.11,0.25,17.2,0,0,0,1.2,1.2,0.13,-0.2,-0.2,Match Report
04/02/2024,14:00,Matchweek 23,Sun,Home,D,1,1,Nott'ham Forest,1,9,1,11.1,0.11,1,16.7,1,0,0,1.3,1.3,0.17,-0.3,-0.3,Match Report
10/02/2024,15:00,Matchweek 24,Sat,Away,L,1,3,Fulham,1,25,4,16,0.04,0.25,16.7,1,0,0,1.8,1.8,0.07,-0.8,-0.8,Match Report
17/02/2024,15:00,Matchweek 25,Sat,Away,D,2,2,Newcastle Utd,2,12,6,50,0.17,0.33,20.3,0,0,0,2.2,2.2,0.18,-0.2,-0.2,Match Report
24/02/2024,17:30,Matchweek 26,Sat,Home,L,0,1,Manchester City,0,13,4,30.8,0,0,17.1,0,0,0,0.9,0.9,0.07,-0.9,-0.9,Match Report
03/03/2024,13:00,Matchweek 27,Sun,Away,W,2,0,Burnley,2,10,3,30,0.2,0.67,15.1,1,0,0,1.1,1.1,0.11,0.9,0.9,Match Report
