Date,Time,Round,Day,Venue,Result,GF,GA,Opponent,Gls,Sh,SoT,SoT%,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Match Report
06/08/2022,15:00,Matchweek 1,Sat,Away,L,1,4,Tottenham,1,10,2,20,0.1,0.5,17.1,0,0,0,0.5,0.5,0.05,0.5,0.5,Match Report
13/08/2022,15:00,Matchweek 2,Sat,Home,D,2,2,Leeds United,2,14,4,28.6,0.14,0.5,18.1,1,0,0,1.2,1.2,0.09,0.8,0.8,Match Report
20/08/2022,15:00,Matchweek 3,Sat,Away,W,2,1,Leicester City,2,9,3,33.3,0.22,0.67,15,0,0,0,0.9,0.9,0.1,1.1,1.1,Match Report
27/08/2022,12:30,Matchweek 4,Sat,Home,L,0,1,Manchester Utd,0,17,4,23.5,0,0,13.8,0,0,0,1.4,1.4,0.09,-1.4,-1.4,Match Report
30/08/2022,19:45,Matchweek 5,Tue,Home,W,2,1,Chelsea,2,9,5,55.6,0.22,0.4,17.8,0,0,0,1.1,1.1,0.13,0.9,0.9,Match Report
03/09/2022,15:00,Matchweek 6,Sat,Away,L,0,1,Wolves,0,12,1,8.3,0,0,16.4,1,0,0,1.2,1.2,0.1,-1.2,-1.2,Match Report
16/09/2022,20:00,Matchweek 8,Fri,Away,L,0,1,Aston Villa,0,7,1,14.3,0,0,20.2,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Match Report
01/10/2022,15:00,Matchweek 9,Sat,Home,L,1,2,Everton,1,22,6,27.3,0.05,0.17,16.4,1,0,0,1.7,1.7,0.08,-0.7,-0.7,Match Report
08/10/2022,15:00,Matchweek 10,Sat,Away,L,0,4,Manchester City,0,5,0,0,0,,28.1,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Match Report
16/10/2022,14:00,Matchweek 11,Sun,Home,D,1,1,West Ham,1,10,8,80,0.1,0.13,19.6,0,0,0,0.5,0.5,0.05,0.5,0.5,Match Report
19/10/2022,19:30,Matchweek 12,Wed,Away,W,1,0,Bournemouth,1,9,3,33.3,0.11,0.33,13,0,0,0,1,1,0.11,0,0,Match Report
23/10/2022,14:00,Matchweek 13,Sun,Home,D,1,1,Arsenal,1,10,3,30,0.1,0.33,19.4,0,0,0,0.7,0.7,0.07,0.3,0.3,Match Report
29/10/2022,15:00,Matchweek 14,Sat,Away,L,0,1,Crystal Palace,0,14,4,28.6,0,0,18.1,0,0,0,1.3,1.3,0.09,-1.3,-1.3,Match Report
06/11/2022,14:00,Matchweek 15,Sun,Home,L,1,4,Newcastle Utd,1,16,5,31.3,0.06,0.2,17.6,1,0,0,1.7,1.7,0.11,-0.7,-0.7,Match Report
