Date,Time,Round,Day,Venue,Result,GF,GA,Opponent,Gls,Sh,SoT,SoT%,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Match Report
06/08/2022,15:00,Matchweek 1,Sat,Home,W,2,1,Wolves,1,12,4,33.3,0.08,0.25,18.6,1,0,0,0.8,0.8,0.07,0.2,0.2,Match Report
13/08/2022,15:00,Matchweek 2,Sat,Away,D,2,2,Southampton,2,13,5,38.5,0.15,0.4,12,0,0,0,1.8,1.8,0.15,0.2,0.2,Match Report
21/08/2022,14:00,Matchweek 3,Sun,Home,W,3,0,Chelsea,3,12,6,50,0.25,0.5,16.3,0,0,0,2.1,2.1,0.18,0.9,0.9,Match Report
27/08/2022,15:00,Matchweek 4,Sat,Away,L,0,1,Brighton,0,10,2,20,0,0,18,1,0,0,1.8,1.8,0.18,-1.8,-1.8,Match Report
30/08/2022,20:00,Matchweek 5,Tue,Home,D,1,1,Everton,1,14,5,35.7,0.07,0.2,16.9,0,0,0,1,1,0.07,0,0,Match Report
03/09/2022,15:00,Matchweek 6,Sat,Away,L,2,5,Brentford,2,17,6,35.3,0.12,0.33,21.9,1,0,0,1.7,1.7,0.11,0.3,0.3,Match Report
02/10/2022,16:30,Matchweek 9,Sun,Home,D,0,0,Aston Villa,0,6,1,16.7,0,0,16.8,0,0,0,0.4,0.4,0.06,-0.4,-0.4,Match Report
09/10/2022,14:00,Matchweek 10,Sun,Away,L,1,2,Crystal Palace,1,10,4,40,0.1,0.25,18.1,0,0,0,1,1,0.1,0,0,Match Report
16/10/2022,14:00,Matchweek 11,Sun,Home,L,0,1,Arsenal,0,15,4,26.7,0,0,18.1,0,0,1,1.8,1.1,0.07,-1.8,-1.1,Match Report
20/10/2022,20:15,Matchweek 12,Thu,Away,L,0,2,Leicester City,0,14,2,14.3,0,0,18.3,0,0,0,1.3,1.3,0.1,-1.3,-1.3,Match Report
23/10/2022,14:00,Matchweek 13,Sun,Home,L,2,3,Fulham,2,14,5,35.7,0.14,0.4,16.3,0,0,0,1.6,1.6,0.12,0.4,0.4,Match Report
29/10/2022,19:45,Matchweek 14,Sat,Away,W,2,1,Liverpool,2,14,6,42.9,0.14,0.33,19.4,3,0,0,1.8,1.8,0.13,0.2,0.2,Match Report
05/11/2022,15:00,Matchweek 15,Sat,Home,W,4,3,Bournemouth,4,17,3,17.6,0.18,1,15.9,0,1,1,2.2,1.4,0.08,1.8,1.6,Match Report
