Date,Time,Round,Day,Venue,Result,GF,GA,Opponent,Gls,Sh,SoT,SoT%,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Match Report
12/08/2023,12:30,Matchweek 1,Sat,Home,W,2,1,Nott'ham Forest,2,15,7,46.7,0.13,0.29,19.1,0,0,0,0.8,0.8,0.06,1.2,1.2,Match Report
21/08/2023,20:00,Matchweek 2,Mon,Away,W,1,0,Crystal Palace,1,13,2,15.4,0,0,16.4,0,1,1,2,1.2,0.09,-1,-1.2,Match Report
26/08/2023,15:00,Matchweek 3,Sat,Home,D,2,2,Fulham,2,18,9,50,0.06,0.11,13.8,0,1,1,3.2,2.4,0.14,-1.2,-1.4,Match Report
03/09/2023,16:30,Matchweek 4,Sun,Home,W,3,1,Manchester Utd,3,17,5,29.4,0.18,0.6,15,0,0,0,2.3,2.3,0.13,0.7,0.7,Match Report
17/09/2023,16:30,Matchweek 5,Sun,Away,W,1,0,Everton,1,13,4,30.8,0.08,0.25,17.4,0,0,0,1,1,0.08,0,0,Match Report
24/09/2023,14:00,Matchweek 6,Sun,Home,D,2,2,Tottenham,1,12,4,33.3,0,0,16.9,0,1,1,1.8,1.2,0.1,-0.8,-1.2,Match Report
30/09/2023,15:00,Matchweek 7,Sat,Away,W,4,0,Bournemouth,4,13,6,46.2,0.15,0.33,15.5,0,2,2,3.4,1.9,0.14,0.6,0.1,Match Report
08/10/2023,16:30,Matchweek 8,Sun,Home,W,1,0,Manchester City,1,12,2,16.7,0.08,0.5,19.2,0,0,0,0.4,0.4,0.03,0.6,0.6,Match Report
21/10/2023,17:30,Matchweek 9,Sat,Away,D,2,2,Chelsea,2,13,3,23.1,0.15,0.67,14.3,0,0,0,1,1,0.08,1,1,Match Report
28/10/2023,15:00,Matchweek 10,Sat,Home,W,5,0,Sheffield Utd,5,12,6,50,0.33,0.67,17,0,1,1,2.8,2,0.17,2.2,2,
04/11/2023,17:30,Matchweek 11,Sat,Away,L,0,1,Newcastle Utd,0,14,1,7.1,0,0,20.7,0,0,0,0.6,0.6,0.04,-0.6,-0.6,Match Report
11/11/2023,15:00,Matchweek 12,Sat,Home,W,3,1,Burnley,3,16,6,37.5,0.19,0.5,13.8,0,0,0,1.8,1.8,0.12,1.2,1.2,Match Report
25/11/2023,17:30,Matchweek 13,Sat,Away,W,1,0,Brentford,1,15,4,26.7,0.07,0.25,15.2,0,0,0,1.6,1.6,0.11,-0.6,-0.6,Match Report
