Date,Time,Round,Day,Venue,Result,GF,GA,Opponent,Gls,Sh,SoT,SoT%,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Match Report
15/08/2021,16:30,Matchweek 1,Sun,Away,L,0,1,Tottenham,0,18,4,22.2,0,0,17.3,1,0,0,1.8,1.8,0.1,-1.8,-1.8,Match Report
21/08/2021,15:00,Matchweek 2,Sat,Home,W,5,0,Norwich City,4,16,4,25,0.25,1,18.5,1,0,0,2.6,2.6,0.17,1.4,1.4,Match Report
28/08/2021,12:30,Matchweek 3,Sat,Home,W,5,0,Arsenal,5,25,10,40,0.2,0.5,14.8,0,0,0,4.4,4.4,0.18,0.6,0.6,Match Report
11/09/2021,15:00,Matchweek 4,Sat,Away,W,1,0,Leicester City,1,25,8,32,0.04,0.13,14.3,0,0,0,2.8,2.8,0.12,-1.8,-1.8,Match Report
18/09/2021,15:00,Matchweek 5,Sat,Home,D,0,0,Southampton,0,16,1,6.3,0,0,16.4,1,0,0,1,1,0.06,-1,-1,Match Report
25/09/2021,12:30,Matchweek 6,Sat,Away,W,1,0,Chelsea,1,15,3,20,0.07,0.33,17.1,0,0,0,1.7,1.7,0.11,-0.7,-0.7,Match Report
03/10/2021,16:30,Matchweek 7,Sun,Away,D,2,2,Liverpool,2,12,3,25,0.17,0.67,17,1,0,0,1.2,1.2,0.1,0.8,0.8,Match Report
16/10/2021,15:00,Matchweek 8,Sat,Home,W,2,0,Burnley,2,15,6,40,0.13,0.33,14.4,0,0,0,2.1,2.1,0.15,-0.1,-0.1,Match Report
23/10/2021,17:30,Matchweek 9,Sat,Away,W,4,1,Brighton,4,23,12,52.2,0.17,0.33,16,1,0,0,3.8,3.8,0.18,0.2,0.2,Match Report
30/10/2021,15:00,Matchweek 10,Sat,Home,L,0,2,Crystal Palace,0,14,3,21.4,0,0,17.7,0,0,0,0.7,0.7,0.05,-0.7,-0.7,Match Report
06/11/2021,12:30,Matchweek 11,Sat,Away,W,2,0,Manchester Utd,1,16,5,31.3,0.06,0.2,14.7,0,0,0,1.6,1.6,0.1,-0.6,-0.6,Match Report
21/11/2021,14:00,Matchweek 12,Sun,Home,W,3,0,Everton,3,17,7,41.2,0.18,0.43,16.4,1,0,0,2.5,2.5,0.15,0.5,0.5,Match Report
28/11/2021,14:00,Matchweek 13,Sun,Home,W,2,1,West Ham,2,19,8,42.1,0.11,0.25,16,0,0,0,2.1,2.1,0.11,-0.1,-0.1,Match Report
01/12/2021,20:15,Matchweek 14,Wed,Away,W,2,1,Aston Villa,2,17,7,41.2,0.12,0.29,19.2,1,0,0,1,1,0.06,1,1,Match Report
04/12/2021,17:30,Matchweek 15,Sat,Away,W,3,1,Watford,3,26,12,46.2,0.12,0.25,14.4,0,0,0,3.1,3.1,0.12,-0.1,-0.1,Match Report
11/12/2021,12:30,Matchweek 16,Sat,Home,W,1,0,Wolves,1,23,8,34.8,0,0,15.7,0,1,1,3.2,2.4,0.11,-2.2,-2.4,Match Report
14/12/2021,20:00,Matchweek 17,Tue,Home,W,7,0,Leeds United,7,31,15,48.4,0.23,0.47,17.3,2,0,0,3.1,3.1,0.1,3.9,3.9,Match Report
19/12/2021,14:15,Matchweek 18,Sun,Away,W,4,0,Newcastle Utd,4,18,7,38.9,0.22,0.57,12.9,0,0,0,2.9,2.9,0.17,1.1,1.1,Match Report
26/12/2021,15:00,Matchweek 19,Sun,Home,W,6,3,Leicester City,6,15,6,40,0.27,0.67,17.5,1,2,2,3.6,2,0.14,2.4,2,Match Report
29/12/2021,20:15,Matchweek 20,Wed,Away,W,1,0,Brentford,1,12,3,25,0.08,0.33,19.8,0,0,0,1.1,1.1,0.09,-0.1,-0.1,Match Report
01/01/2022,12:30,Matchweek 21,Sat,Away,W,2,1,Arsenal,2,14,1,7.1,0.07,1,18.7,0,1,1,2,1.2,0.09,0,-0.2,Match Report
15/01/2022,12:30,Matchweek 22,Sat,Home,W,1,0,Chelsea,1,11,6,54.5,0.09,0.17,16.5,1,0,0,1,1,0.09,0,0,Match Report
22/01/2022,17:30,Matchweek 23,Sat,Away,D,1,1,Southampton,1,20,5,25,0.05,0.2,17.5,0,0,0,1.8,1.8,0.09,-0.8,-0.8,Match Report
09/02/2022,19:45,Matchweek 24,Wed,Home,W,2,0,Brentford,2,14,6,42.9,0.07,0.17,19.8,0,1,1,1.9,1.1,0.08,0.1,-0.1,Match Report
12/02/2022,17:30,Matchweek 25,Sat,Away,W,4,0,Norwich City,4,21,8,38.1,0.19,0.5,11.8,0,0,1,4.6,3.7,0.19,-0.6,0.3,Match Report
19/02/2022,17:30,Matchweek 26,Sat,Home,L,2,3,Tottenham,2,20,3,15,0.05,0.33,16.2,0,1,1,2.1,1.3,0.07,-0.1,-0.3,Match Report
26/02/2022,17:30,Matchweek 27,Sat,Away,W,1,0,Everton,1,13,8,61.5,0.08,0.13,16.3,0,0,0,1.8,1.8,0.14,-0.8,-0.8,Match Report
06/03/2022,16:30,Matchweek 28,Sun,Home,W,4,1,Manchester Utd,4,24,10,41.7,0.17,0.4,15.2,1,0,0,2.7,2.7,0.13,1.3,1.3,Match Report
14/03/2022,20:00,Matchweek 29,Mon,Away,D,0,0,Crystal Palace,0,19,4,21.1,0,0,17.2,0,0,0,2.8,2.8,0.15,-2.8,-2.8,Match Report
02/04/2022,15:00,Matchweek 31,Sat,Away,W,2,0,Burnley,2,18,6,33.3,0.11,0.33,16.5,0,0,0,1.8,1.8,0.1,0.2,0.2,Match Report
For Manchester City,,,,,,,,,Standard,,,,,,,,,,Expected,,,,,
Date,Time,Round,Day,Venue,Result,GF,GA,Opponent,Gls,Sh,SoT,SoT%,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Match Report
10/04/2022,16:30,Matchweek 32,Sun,Home,D,2,2,Liverpool,2,11,4,36.4,0.18,0.5,17.8,1,0,0,1.3,1.3,0.11,0.7,0.7,Match Report
20/04/2022,20:00,Matchweek 30,Wed,Home,W,3,0,Brighton,3,17,5,29.4,0.18,0.6,20,0,0,0,1.3,1.3,0.07,1.7,1.7,Match Report
23/04/2022,15:00,Matchweek 34,Sat,Home,W,5,1,Watford,5,20,7,35,0.2,0.57,14.6,0,1,1,3.6,2.9,0.14,1.4,1.1,Match Report
30/04/2022,17:30,Matchweek 35,Sat,Away,W,4,0,Leeds United,4,19,6,31.6,0.21,0.67,16.2,0,0,0,2.4,2.4,0.13,1.6,1.6,Match Report
08/05/2022,16:30,Matchweek 36,Sun,Home,W,5,0,Newcastle Utd,5,21,9,42.9,0.24,0.56,16,1,0,0,3.1,3.1,0.16,1.9,1.9,Match Report
11/05/2022,20:15,Matchweek 33,Wed,Away,W,5,1,Wolves,5,15,5,33.3,0.33,1,14.7,0,0,0,2.3,2.3,0.16,2.7,2.7,Match Report
15/05/2022,14:00,Matchweek 37,Sun,Away,D,2,2,West Ham,1,30,7,23.3,0.03,0.14,18.6,2,0,1,2.4,1.6,0.05,-1.4,-0.6,Match Report
22/05/2022,16:00,Matchweek 38,Sun,Home,W,3,2,Aston Villa,3,24,5,20.8,0.13,0.6,14.2,1,0,0,3.4,3.4,0.14,-0.4,-0.4,Match Report
