Date,Time,Round,Day,Venue,Result,GF,GA,Opponent,Gls,Sh,SoT,SoT%,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Match Report
11/08/2023,20:00,Matchweek 1,Fri,Home,L,0,3,Manchester City,0,6,1,16.7,0,0,14.9,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Match Report
27/08/2023,14:00,Matchweek 3,Sun,Home,L,1,3,Aston Villa,1,9,2,22.2,0.11,0.5,17.7,0,0,0,0.7,0.7,0.08,0.3,0.3,Match Report
02/09/2023,15:00,Matchweek 4,Sat,Home,L,2,5,Tottenham,2,16,4,25,0.13,0.5,17.9,1,0,0,1.3,1.3,0.08,0.7,0.7,Match Report
18/09/2023,19:45,Matchweek 5,Mon,Away,D,1,1,Nott'ham Forest,1,10,3,30,0.1,0.33,18.9,0,0,0,0.5,0.5,0.06,0.5,0.5,Match Report
23/09/2023,20:00,Matchweek 6,Sat,Home,L,0,1,Manchester Utd,0,12,4,33.3,0,0,15.6,0,0,0,1.1,1.1,0.09,-1.1,-1.1,Match Report
30/09/2023,15:00,Matchweek 7,Sat,Away,L,0,2,Newcastle Utd,0,8,2,25,0,0,16.3,0,0,0,0.6,0.6,0.08,-0.6,-0.6,Match Report
03/10/2023,19:30,Matchweek 2,Tue,Away,W,2,1,Luton Town,2,14,4,28.6,0.14,0.5,20.2,0,0,0,1,1,0.08,1,1,Match Report
07/10/2023,15:00,Matchweek 8,Sat,Home,L,1,4,Chelsea,1,10,3,30,0.1,0.33,18.2,1,0,0,0.7,0.7,0.08,0.3,0.3,Match Report
21/10/2023,15:00,Matchweek 9,Sat,Away,L,0,3,Brentford,0,6,1,16.7,0,0,20.2,0,0,0,1.1,1.1,0.19,-1.1,-1.1,Match Report
28/10/2023,15:00,Matchweek 10,Sat,Away,L,1,2,Bournemouth,1,6,3,50,0.17,0.33,18,0,0,0,0.8,0.8,0.14,0.2,0.2,
04/11/2023,15:00,Matchweek 11,Sat,Home,L,0,2,Crystal Palace,0,17,5,29.4,0,0,13.3,0,0,0,1.1,1.1,0.07,-1.1,-1.1,Match Report
11/11/2023,15:00,Matchweek 12,Sat,Away,L,1,3,Arsenal,1,8,5,62.5,0.13,0.2,19.3,0,0,0,0.3,0.3,0.04,0.7,0.7,Match Report
25/11/2023,15:00,Matchweek 13,Sat,Home,L,1,2,West Ham,1,10,4,40,0,0,17.2,0,1,1,1.3,0.5,0.05,-0.3,-0.5,Match Report
