Wk,Day,Date,Time,Home,Away,Attendance,Venue,Referee,Match Report,Notes
30,Tue,01/04/2025,19:45,Arsenal,Fulham,"60,256",Emirates Stadium,John Brooks,Match Report,
30,Tue,01/04/2025,19:45,Wolves,West Ham,"29,587",Molineux Stadium,Tony Harrington,Match Report,
30,Tue,01/04/2025,20:00,Nott'ham Forest,Manchester Utd,"30,249",The City Ground,Jarred Gillett,Match Report,
30,Wed,02/04/2025,19:45,Newcastle Utd,Brentford,"52,021",St James' Park,Peter Bankes,Match Report,
30,Wed,02/04/2025,19:45,Manchester City,Leicester City,"52,148",Etihad Stadium,Darren England,Match Report,
30,Wed,02/04/2025,19:45,Southampton,Crystal Palace,"30,158",St Mary's Stadium,Andy Madley,Match Report,
30,Wed,02/04/2025,19:45,Bournemouth,Ipswich Town,"11,192",Vitality Stadium,Robert Jones,Match Report,
30,Wed,02/04/2025,19:45,Brighton,Aston Villa,"27,895",The American Express Stadium,Stuart Attwell,Match Report,
30,Wed,02/04/2025,20:00,Liverpool,Everton,"60,457",Anfield,Samuel Barrott,Match Report,
30,Thu,03/04/2025,20:00,Chelsea,Tottenham,,Stamford Bridge,Craig Pawson,Match Report,
