Date,Time,Round,Day,Venue,Result,GF,GA,Opponent,Gls,Sh,SoT,SoT%,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Match Report
16/08/2025,15:00,Matchweek 1,Sat,Away,L,0,3,Tottenham,0,14,4,28.6,0,0,20.1,1,0,0,0.9,0.9,0.07,-0.9,-0.9,Match Report
23/08/2025,15:00,Matchweek 2,Sat,Home,W,2,0,Sunderland,2,7,2,28.6,0.29,1,17.3,0,0,0,1,1,0.14,1,1,Match Report
30/08/2025,15:00,Matchweek 3,Sat,Away,L,2,3,Manchester Utd,2,6,3,50,0.33,0.67,13.7,1,0,0,1.2,1.2,0.21,0.8,0.8,Match Report
