Date,Time,Round,Day,Venue,Result,GF,GA,Opponent,Gls,Sh,SoT,SoT%,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Match Report
06/08/2022,12:30,Matchweek 1,Sat,Away,D,2,2,Fulham,2,11,3,27.3,0.18,0.67,12.4,0,0,0,1.2,1.2,0.11,0.8,0.8,Match Report
15/08/2022,20:00,Matchweek 2,Mon,Home,D,1,1,Crystal Palace,1,24,4,16.7,0.04,0.25,17.4,0,0,0,2,2,0.09,-1,-1,Match Report
22/08/2022,20:00,Matchweek 3,Mon,Away,L,1,2,Manchester Utd,1,17,5,29.4,0.06,0.2,14.4,0,0,0,1.3,1.3,0.08,-0.3,-0.3,Match Report
27/08/2022,15:00,Matchweek 4,Sat,Home,W,9,0,Bournemouth,8,19,12,63.2,0.42,0.67,11.6,0,0,0,3.3,3.3,0.18,4.7,4.7,Match Report
31/08/2022,20:00,Matchweek 5,Wed,Home,W,2,1,Newcastle Utd,2,23,6,26.1,0.09,0.33,17.8,0,0,0,1.5,1.5,0.07,0.5,0.5,Match Report
03/09/2022,12:30,Matchweek 6,Sat,Away,D,0,0,Everton,0,23,8,34.8,0,0,13.1,0,0,0,2.1,2.1,0.1,-2.1,-2.1,Match Report
01/10/2022,15:00,Matchweek 9,Sat,Home,D,3,3,Brighton,2,15,7,46.7,0.13,0.29,16.8,1,0,0,1.5,1.5,0.1,0.5,0.5,Match Report
09/10/2022,16:30,Matchweek 10,Sun,Away,L,2,3,Arsenal,2,8,3,37.5,0.25,0.67,18,0,0,0,1.1,1.1,0.14,0.9,0.9,Match Report
16/10/2022,16:30,Matchweek 11,Sun,Home,W,1,0,Manchester City,1,13,2,15.4,0.08,0.5,17.5,0,0,0,2.1,2.1,0.16,-1.1,-1.1,Match Report
19/10/2022,19:30,Matchweek 12,Wed,Home,W,1,0,West Ham,1,22,7,31.8,0.05,0.14,17.5,0,0,0,1.7,1.7,0.08,-0.7,-0.7,Match Report
22/10/2022,12:30,Matchweek 13,Sat,Away,L,0,1,Nott'ham Forest,0,15,7,46.7,0,0,10.4,0,0,0,1.6,1.6,0.11,-1.6,-1.6,Match Report
29/10/2022,19:45,Matchweek 14,Sat,Home,L,1,2,Leeds United,1,22,10,45.5,0.05,0.1,16.4,0,0,0,1.7,1.7,0.08,-0.7,-0.7,Match Report
06/11/2022,16:30,Matchweek 15,Sun,Away,W,2,1,Tottenham,2,13,6,46.2,0.15,0.33,21.2,0,0,0,1.2,1.2,0.09,0.8,0.8,Match Report
12/11/2022,15:00,Matchweek 16,Sat,Home,W,3,1,Southampton,3,15,7,46.7,0.2,0.43,12.4,0,0,0,1.9,1.9,0.13,1.1,1.1,Match Report
26/12/2022,17:30,Matchweek 17,Mon,Away,W,3,1,Aston Villa,3,16,9,56.3,0.19,0.33,17,0,0,0,2.7,2.7,0.17,0.3,0.3,Match Report
30/12/2022,20:00,Matchweek 18,Fri,Home,W,2,1,Leicester City,0,21,5,23.8,0,0,18.4,1,0,0,2.2,2.2,0.11,-2.2,-2.2,Match Report
02/01/2023,17:30,Matchweek 19,Mon,Away,L,1,3,Brentford,1,16,5,31.3,0.06,0.2,15.3,0,0,0,2,2,0.12,-1,-1,Match Report
14/01/2023,15:00,Matchweek 20,Sat,Away,L,0,3,Brighton,0,6,2,33.3,0,0,12.8,0,0,0,1,1,0.17,-1,-1,Match Report
21/01/2023,12:30,Matchweek 21,Sat,Home,D,0,0,Chelsea,0,15,3,20,0,0,15.5,0,0,0,1.4,1.4,0.09,-1.4,-1.4,Match Report
04/02/2023,15:00,Matchweek 22,Sat,Away,L,0,3,Wolves,0,22,2,9.1,0,0,19.5,1,0,0,1.8,1.8,0.09,-1.8,-1.8,Match Report
13/02/2023,20:00,Matchweek 23,Mon,Home,W,2,0,Everton,2,15,6,40,0.13,0.33,16.7,1,0,0,2.3,2.3,0.16,-0.3,-0.3,Match Report
18/02/2023,17:30,Matchweek 24,Sat,Away,W,2,0,Newcastle Utd,2,13,7,53.8,0.15,0.29,16.4,1,0,0,1.9,1.9,0.14,0.1,0.1,Match Report
25/02/2023,19:45,Matchweek 25,Sat,Away,D,0,0,Crystal Palace,0,12,4,33.3,0,0,16,1,0,0,0.9,0.9,0.07,-0.9,-0.9,Match Report
01/03/2023,20:00,Matchweek 7,Wed,Home,W,2,0,Wolves,2,15,6,40,0.13,0.33,13.6,0,0,0,2.6,2.6,0.18,-0.6,-0.6,Match Report
