Date,Time,Round,Day,Venue,Result,GF,GA,Opponent,Gls,Sh,SoT,SoT%,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Match Report
12/08/2023,17:30,Matchweek 1,Sat,Home,W,5,1,Aston Villa,5,17,12,70.6,0.29,0.42,13.2,0,0,0,3.3,3.3,0.2,1.7,1.7,Match Report
19/08/2023,20:00,Matchweek 2,Sat,Away,L,0,1,Manchester City,0,7,1,14.3,0,0,20.3,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Match Report
27/08/2023,16:30,Matchweek 3,Sun,Home,L,1,2,Liverpool,1,23,8,34.8,0.04,0.13,18.3,1,0,0,2,2,0.09,-1,-1,Match Report
02/09/2023,17:30,Matchweek 4,Sat,Away,L,1,3,Brighton,1,9,2,22.2,0.11,0.5,14.6,0,0,0,1.2,1.2,0.14,-0.2,-0.2,Match Report
16/09/2023,17:30,Matchweek 5,Sat,Home,W,1,0,Brentford,1,8,1,12.5,0,0,20.2,0,1,1,1.4,0.6,0.08,-0.4,-0.6,Match Report
24/09/2023,16:30,Matchweek 6,Sun,Away,W,8,0,Sheffield Utd,8,22,15,68.2,0.36,0.53,14.2,0,0,0,3.9,3.9,0.18,4.1,4.1,Match Report
30/09/2023,15:00,Matchweek 7,Sat,Home,W,2,0,Burnley,2,19,6,31.6,0.05,0.17,15.8,0,1,1,3.2,2.4,0.14,-1.2,-1.4,Match Report
08/10/2023,14:00,Matchweek 8,Sun,Away,D,2,2,West Ham,2,10,3,30,0.2,0.67,12.1,0,0,0,2,2,0.2,0,0,Match Report
21/10/2023,15:00,Matchweek 9,Sat,Home,W,4,0,Crystal Palace,4,10,7,70,0.4,0.57,10.2,0,0,0,2.4,2.4,0.24,1.6,1.6,Match Report
28/10/2023,17:30,Matchweek 10,Sat,Away,D,2,2,Wolves,2,12,3,25,0.08,0.33,14.2,0,1,1,2.2,1.4,0.14,-0.2,-0.4,
04/11/2023,17:30,Matchweek 11,Sat,Home,W,1,0,Arsenal,1,9,1,11.1,0.11,1,18.6,0,0,0,1,1,0.14,0,0,Match Report
11/11/2023,17:30,Matchweek 12,Sat,Away,L,0,2,Bournemouth,0,8,5,62.5,0,0,19.5,0,0,0,0.5,0.5,0.06,-0.5,-0.5,Match Report
25/11/2023,15:00,Matchweek 13,Sat,Home,W,4,1,Chelsea,4,14,5,35.7,0.29,0.8,17,1,0,0,2.4,2.4,0.17,1.6,1.6,Match Report
02/12/2023,20:00,Matchweek 14,Sat,Home,W,1,0,Manchester Utd,1,22,4,18.2,0.05,0.25,16.4,1,0,0,2.4,2.4,0.11,-1.4,-1.4,Match Report
07/12/2023,19:30,Matchweek 15,Thu,Away,L,0,3,Everton,0,13,3,23.1,0,0,19.3,1,0,0,1.5,1.5,0.12,-1.5,-1.5,Match Report
10/12/2023,16:30,Matchweek 16,Sun,Away,L,1,4,Tottenham,1,9,3,33.3,0.11,0.33,14.4,0,0,0,1.7,1.7,0.19,-0.7,-0.7,Match Report
16/12/2023,15:00,Matchweek 17,Sat,Home,W,3,0,Fulham,3,27,10,37,0.11,0.3,14.4,0,0,0,3.5,3.5,0.14,-0.5,-0.5,Match Report
23/12/2023,15:00,Matchweek 18,Sat,Away,L,0,1,Luton Town,0,15,2,13.3,0,0,12.2,0,0,0,1.4,1.4,0.1,-1.4,-1.4,Match Report
