Date,Time,Round,Day,Venue,Result,GF,GA,Opponent,Gls,Sh,SoT,SoT%,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Match Report
14/08/2021,15:00,Matchweek 1,Sat,Home,W,3,1,Southampton,3,14,6,42.9,0.21,0.5,12.5,1,0,0,2.4,2.4,0.17,0.6,0.6,Match Report
21/08/2021,15:00,Matchweek 2,Sat,Away,D,2,2,Leeds United,2,16,7,43.8,0.06,0.14,20.9,0,1,1,1.8,1,0.06,0.2,0,Match Report
28/08/2021,15:00,Matchweek 3,Sat,Away,W,2,0,Brighton,2,13,4,30.8,0.08,0.25,21.2,0,1,1,1.4,0.6,0.05,0.6,0.4,Match Report
13/09/2021,20:00,Matchweek 4,Mon,Home,W,3,1,Burnley,3,14,6,42.9,0.21,0.5,19.5,1,0,0,1.4,1.4,0.1,1.6,1.6,Match Report
18/09/2021,17:30,Matchweek 5,Sat,Away,L,0,3,Aston Villa,0,11,1,9.1,0,0,16.2,1,0,0,0.7,0.7,0.07,-0.7,-0.7,Match Report
25/09/2021,15:00,Matchweek 6,Sat,Home,W,2,0,Norwich City,2,10,3,30,0.1,0.33,18.8,0,1,1,1.9,1.1,0.12,0.1,-0.1,Match Report
02/10/2021,12:30,Matchweek 7,Sat,Away,D,1,1,Manchester Utd,1,12,2,16.7,0.08,0.5,14.5,0,0,0,1.3,1.3,0.11,-0.3,-0.3,Match Report
17/10/2021,14:00,Matchweek 8,Sun,Home,L,0,1,West Ham,0,15,2,13.3,0,0,14.7,0,0,0,0.9,0.9,0.06,-0.9,-0.9,Match Report
23/10/2021,15:00,Matchweek 9,Sat,Home,L,2,5,Watford,2,15,4,26.7,0.13,0.5,15.7,0,0,0,1.5,1.5,0.1,0.5,0.5,Match Report
01/11/2021,20:00,Matchweek 10,Mon,Away,L,1,2,Wolves,1,14,5,35.7,0.07,0.2,15.7,0,0,0,1.5,1.5,0.11,-0.5,-0.5,Match Report
07/11/2021,14:00,Matchweek 11,Sun,Home,D,0,0,Tottenham,0,12,2,16.7,0,0,18.3,0,0,0,0.6,0.6,0.05,-0.6,-0.6,Match Report
21/11/2021,14:00,Matchweek 12,Sun,Away,L,0,3,Manchester City,0,4,1,25,0,0,15.5,1,0,0,0.2,0.2,0.05,-0.2,-0.2,Match Report
28/11/2021,14:00,Matchweek 13,Sun,Away,L,0,1,Brentford,0,14,5,35.7,0,0,16.6,1,0,0,1,1,0.07,-1,-1,Match Report
01/12/2021,20:15,Matchweek 14,Wed,Home,L,1,4,Liverpool,1,8,2,25,0.13,0.5,20.8,1,0,0,0.7,0.7,0.09,0.3,0.3,Match Report
06/12/2021,20:00,Matchweek 15,Mon,Home,W,2,1,Arsenal,2,11,5,45.5,0.18,0.4,17.1,0,0,0,0.9,0.9,0.09,1.1,1.1,Match Report
