Date,Time,Round,Day,Venue,Result,GF,GA,Opponent,Gls,Sh,SoT,SoT%,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Match Report
14/08/2021,15:00,Matchweek 1,Sat,Home,W,1,0,Wolves,1,9,5,55.6,0.11,0.2,17.1,0,0,0,0.5,0.5,0.05,0.5,0.5,Match Report
23/08/2021,20:00,Matchweek 2,Mon,Away,L,1,4,West Ham,1,5,1,20,0.2,1,14.3,0,0,0,0.6,0.6,0.12,0.4,0.4,Match Report
28/08/2021,15:00,Matchweek 3,Sat,Away,W,2,1,Norwich City,2,9,3,33.3,0.22,0.67,16,0,0,0,1.5,1.5,0.16,0.5,0.5,Match Report
11/09/2021,15:00,Matchweek 4,Sat,Home,L,0,1,Manchester City,0,6,1,16.7,0,0,12.1,0,0,0,0.6,0.6,0.11,-0.6,-0.6,Match Report
19/09/2021,14:00,Matchweek 5,Sun,Away,L,1,2,Brighton,1,14,3,21.4,0.07,0.33,19.9,0,0,0,1.6,1.6,0.11,-0.6,-0.6,Match Report
25/09/2021,15:00,Matchweek 6,Sat,Home,D,2,2,Burnley,2,22,4,18.2,0.09,0.5,16.8,0,0,0,2.4,2.4,0.11,-0.4,-0.4,Match Report
03/10/2021,14:00,Matchweek 7,Sun,Away,D,2,2,Crystal Palace,2,9,5,55.6,0.22,0.4,17.9,0,0,0,1.2,1.2,0.13,0.8,0.8,Match Report
16/10/2021,15:00,Matchweek 8,Sat,Home,W,4,2,Manchester Utd,4,22,11,50,0.18,0.36,18.4,1,0,0,2.4,2.4,0.12,1.6,1.6,Match Report
24/10/2021,14:00,Matchweek 9,Sun,Away,W,2,1,Brentford,2,10,6,60,0.2,0.33,21.9,0,0,0,1.5,1.5,0.15,0.5,0.5,Match Report
30/10/2021,12:30,Matchweek 10,Sat,Home,L,0,2,Arsenal,0,16,8,50,0,0,17.3,2,0,0,1.3,1.3,0.08,-1.3,-1.3,Match Report
07/11/2021,14:00,Matchweek 11,Sun,Away,D,1,1,Leeds United,1,9,3,33.3,0.11,0.33,16.5,0,0,0,0.7,0.7,0.08,0.3,0.3,Match Report
20/11/2021,12:30,Matchweek 12,Sat,Home,L,0,3,Chelsea,0,4,3,75,0,0,24.4,0,0,0,0.4,0.4,0.09,-0.4,-0.4,Match Report
28/11/2021,14:00,Matchweek 13,Sun,Home,W,4,2,Watford,4,18,8,44.4,0.22,0.5,14.6,0,0,0,2.1,2.1,0.13,1.9,1.9,Match Report
01/12/2021,19:30,Matchweek 14,Wed,Away,D,2,2,Southampton,2,15,6,40,0.13,0.33,17.3,0,0,0,1.5,1.5,0.1,0.5,0.5,Match Report
05/12/2021,16:30,Matchweek 15,Sun,Away,L,1,2,Aston Villa,1,12,4,33.3,0.08,0.25,15.9,0,0,0,1.1,1.1,0.09,-0.1,-0.1,Match Report
