Date,Time,Round,Day,Venue,Result,GF,GA,Opponent,Gls,Sh,SoT,SoT%,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Match Report
06/08/2022,15:00,Matchweek 1,Sat,Away,L,1,2,Leeds United,1,15,6,40,0.07,0.17,18.9,0,0,0,1.3,1.3,0.09,-0.3,-0.3,Match Report
13/08/2022,15:00,Matchweek 2,Sat,Home,D,0,0,Fulham,0,7,1,14.3,0,0,18.7,1,0,0,0.9,0.9,0.13,-0.9,-0.9,Match Report
20/08/2022,12:30,Matchweek 3,Sat,Away,L,0,1,Tottenham,0,20,3,15,0,0,21.9,1,0,0,0.7,0.7,0.04,-0.7,-0.7,Match Report
28/08/2022,14:00,Matchweek 4,Sun,Home,D,1,1,Newcastle Utd,1,10,4,40,0.1,0.25,20.7,1,0,0,0.7,0.7,0.07,0.3,0.3,Match Report
31/08/2022,19:30,Matchweek 5,Wed,Away,D,0,0,Bournemouth,0,17,3,17.6,0,0,17.7,1,0,0,1.5,1.5,0.09,-1.5,-1.5,Match Report
03/09/2022,15:00,Matchweek 6,Sat,Home,W,1,0,Southampton,1,7,2,28.6,0.14,0.5,12.9,0,0,0,0.8,0.8,0.11,0.2,0.2,Match Report
17/09/2022,12:30,Matchweek 8,Sat,Home,L,0,3,Manchester City,0,6,1,16.7,0,0,19.6,2,0,0,0.4,0.4,0.07,-0.4,-0.4,Match Report
01/10/2022,17:30,Matchweek 9,Sat,Away,L,0,2,West Ham,0,15,4,26.7,0,0,21.6,0,0,0,0.7,0.7,0.05,-0.7,-0.7,Match Report
08/10/2022,15:00,Matchweek 10,Sat,Away,L,0,3,Chelsea,0,8,2,25,0,0,14.5,1,0,0,1.1,1.1,0.14,-1.1,-1.1,Match Report
15/10/2022,15:00,Matchweek 11,Sat,Home,W,1,0,Nott'ham Forest,1,8,1,12.5,0,0,16.8,0,1,1,1.3,0.5,0.07,-0.3,-0.5,Match Report
18/10/2022,20:15,Matchweek 12,Tue,Away,L,1,2,Crystal Palace,1,10,4,40,0.1,0.25,16.3,1,0,0,0.8,0.8,0.08,0.2,0.2,Match Report
23/10/2022,14:00,Matchweek 13,Sun,Home,L,0,4,Leicester City,0,21,5,23.8,0,0,15.7,1,0,0,2.1,2.1,0.1,-2.1,-2.1,Match Report
29/10/2022,15:00,Matchweek 14,Sat,Away,D,1,1,Brentford,1,13,4,30.8,0.08,0.25,20.4,0,0,0,0.6,0.6,0.05,0.4,0.4,Match Report
05/11/2022,15:00,Matchweek 15,Sat,Home,L,2,3,Brighton,2,7,4,57.1,0.14,0.25,18.3,0,1,1,1.2,0.4,0.06,0.8,0.6,Match Report
12/11/2022,19:45,Matchweek 16,Sat,Home,L,0,2,Arsenal,0,11,2,18.2,0,0,20,1,0,0,0.7,0.7,0.06,-0.7,-0.7,Match Report
26/12/2022,15:00,Matchweek 17,Mon,Away,W,2,1,Everton,2,7,4,57.1,0.29,0.5,18.6,0,0,0,0.8,0.8,0.11,1.2,1.2,Match Report
31/12/2022,12:30,Matchweek 18,Sat,Home,L,0,1,Manchester Utd,0,10,3,30,0,0,17.3,2,0,0,0.7,0.7,0.07,-0.7,-0.7,Match Report
04/01/2023,20:00,Matchweek 19,Wed,Away,D,1,1,Aston Villa,1,10,3,30,0.1,0.33,14.2,0,0,0,0.9,0.9,0.1,0.1,0.1,Match Report
14/01/2023,15:00,Matchweek 20,Sat,Home,W,1,0,West Ham,1,17,4,23.5,0.06,0.25,20,0,0,0,0.9,0.9,0.05,0.1,0.1,Match Report
22/01/2023,14:00,Matchweek 21,Sun,Away,L,0,3,Manchester City,0,10,1,10,0,0,16.4,0,0,0,0.8,0.8,0.08,-0.8,-0.8,Match Report
04/02/2023,15:00,Matchweek 22,Sat,Home,W,3,0,Liverpool,2,12,5,41.7,0.17,0.4,18.3,0,0,0,2,2,0.17,0,0,Match Report
11/02/2023,15:00,Matchweek 23,Sat,Away,W,2,1,Southampton,1,11,1,9.1,0.09,1,18.7,0,0,0,0.8,0.8,0.08,0.2,0.2,Match Report
18/02/2023,15:00,Matchweek 24,Sat,Home,L,0,1,Bournemouth,0,15,4,26.7,0,0,13.3,0,0,0,1.3,1.3,0.09,-1.3,-1.3,Match Report
24/02/2023,20:00,Matchweek 25,Fri,Away,D,1,1,Fulham,1,8,2,25,0.13,0.5,18.1,0,0,0,0.8,0.8,0.1,0.2,0.2,Match Report
01/03/2023,20:00,Matchweek 7,Wed,Away,L,0,2,Liverpool,0,4,1,25,0,0,11,0,0,0,0.8,0.8,0.23,-0.8,-0.8,Match Report
04/03/2023,15:00,Matchweek 26,Sat,Home,W,1,0,Tottenham,1,8,5,62.5,0.13,0.2,21,0,0,0,0.5,0.5,0.07,0.5,0.5,Match Report
12/03/2023,16:30,Matchweek 27,Sun,Away,L,1,2,Newcastle Utd,1,7,4,57.1,0.14,0.25,19.5,1,0,0,1.1,1.1,0.16,-0.1,-0.1,Match Report
18/03/2023,15:00,Matchweek 28,Sat,Home,L,2,4,Leeds United,2,23,8,34.8,0.09,0.25,16.1,1,0,0,2.7,2.7,0.12,-0.7,-0.7,Match Report
01/04/2023,15:00,Matchweek 29,Sat,Away,D,1,1,Nott'ham Forest,1,8,1,12.5,0.13,1,17.2,0,0,0,0.5,0.5,0.06,0.5,0.5,Match Report
08/04/2023,15:00,Matchweek 30,Sat,Home,W,1,0,Chelsea,1,9,4,44.4,0.11,0.25,24.2,0,0,0,0.6,0.6,0.06,0.4,0.4,Match Report
