Date,Time,Round,Day,Venue,Result,GF,GA,Opponent,Gls,Sh,SoT,SoT%,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Match Report
15/08/2021,14:00,Matchweek 1,Sun,Away,W,4,2,Newcastle Utd,4,17,7,41.2,0.24,0.57,17.1,1,0,1,2.7,2,0.12,1.3,2,Match Report
23/08/2021,20:00,Matchweek 2,Mon,Home,W,4,1,Leicester City,4,19,7,36.8,0.21,0.57,13.9,0,0,0,2.3,2.3,0.12,1.7,1.7,Match Report
28/08/2021,15:00,Matchweek 3,Sat,Home,D,2,2,Crystal Palace,2,14,4,28.6,0.14,0.5,15.2,0,0,0,1.3,1.3,0.1,0.7,0.7,Match Report
11/09/2021,15:00,Matchweek 4,Sat,Away,D,0,0,Southampton,0,13,3,23.1,0,0,20,1,0,0,0.7,0.7,0.06,-0.7,-0.7,Match Report
19/09/2021,14:00,Matchweek 5,Sun,Home,L,1,2,Manchester Utd,1,12,3,25,0.08,0.33,22,0,0,1,1.6,0.8,0.07,-0.6,0.2,Match Report
25/09/2021,15:00,Matchweek 6,Sat,Away,W,2,1,Leeds United,1,20,6,30,0.05,0.17,18.2,2,0,0,1.6,1.6,0.08,-0.6,-0.6,Match Report
03/10/2021,14:00,Matchweek 7,Sun,Home,L,1,2,Brentford,1,18,5,27.8,0.06,0.2,16.7,1,0,0,1.5,1.5,0.09,-0.5,-0.5,Match Report
17/10/2021,14:00,Matchweek 8,Sun,Away,W,1,0,Everton,1,16,4,25,0.06,0.25,16.5,0,0,0,1.2,1.2,0.08,-0.2,-0.2,Match Report
24/10/2021,14:00,Matchweek 9,Sun,Home,W,1,0,Tottenham,1,13,4,30.8,0.08,0.25,14.8,0,0,0,1.3,1.3,0.1,-0.3,-0.3,Match Report
31/10/2021,16:30,Matchweek 10,Sun,Away,W,4,1,Aston Villa,4,21,8,38.1,0.19,0.5,16.5,3,0,0,2.3,2.3,0.12,1.7,1.7,Match Report
07/11/2021,16:30,Matchweek 11,Sun,Home,W,3,2,Liverpool,2,7,3,42.9,0.29,0.67,14.5,0,0,0,1,1,0.15,1,1,Match Report
20/11/2021,15:00,Matchweek 12,Sat,Away,L,0,1,Wolves,0,8,3,37.5,0,0,20.2,0,0,0,0.4,0.4,0.05,-0.4,-0.4,Match Report
28/11/2021,14:00,Matchweek 13,Sun,Away,L,1,2,Manchester City,1,5,3,60,0.2,0.33,21.4,1,0,0,0.2,0.2,0.04,0.8,0.8,Match Report
01/12/2021,19:30,Matchweek 14,Wed,Home,D,1,1,Brighton,1,14,5,35.7,0.07,0.2,22.6,0,0,0,1.3,1.3,0.09,-0.3,-0.3,Match Report
04/12/2021,12:30,Matchweek 15,Sat,Home,W,3,2,Chelsea,3,10,3,30,0.2,0.67,20.1,0,1,1,1.8,1,0.1,1.2,1,Match Report
12/12/2021,14:00,Matchweek 16,Sun,Away,D,0,0,Burnley,0,16,3,18.8,0,0,18.6,0,0,0,0.8,0.8,0.05,-0.8,-0.8,Match Report
15/12/2021,20:00,Matchweek 17,Wed,Away,L,0,2,Arsenal,0,7,1,14.3,0,0,22.3,1,0,0,0.4,0.4,0.05,-0.4,-0.4,Match Report
