Wk,Day,Date,Time,Home,xG,Score,xG,Away,Attendance,Venue,Referee,Match Report,Notes
10,Fri,27/10/2023,20:00,Crystal Palace,0.6,1–2,1.1,Tottenham,"25,074",Selhurst Park,Andy Madley,Match Report,
10,Sat,28/10/2023,12:30,Chelsea,1.9,0–2,2.2,Brentford,"39,575",Stamford Bridge,Simon Hooper,Match Report,
10,Sat,28/10/2023,15:00,Bournemouth,1.1,2–1,0.8,Burnley,"11,152",Vitality Stadium,Samuel Barrott,Match Report,
10,Sat,28/10/2023,15:00,Arsenal,2.8,5–0,0,Sheffield Utd,"60,153",Emirates Stadium,Tim Robinson,Match Report,
10,Sat,28/10/2023,17:30,Wolves,0.9,2–2,2.2,Newcastle Utd,"31,584",Molineux Stadium,Anthony Taylor,Match Report,
10,Sun,29/10/2023,13:00,West Ham,0.7,0–1,0.8,Everton,"62,469",London Stadium,Stuart Attwell,Match Report,
10,Sun,29/10/2023,14:00,Liverpool,3.2,3–0,0.4,Nott'ham Forest,"50,143",Anfield,Chris Kavanagh,Match Report,
10,Sun,29/10/2023,14:00,Brighton,1.4,1–1,0.7,Fulham,"31,550",The American Express Community Stadium,Michael Salisbury,Match Report,
10,Sun,29/10/2023,14:00,Aston Villa,2.3,3–1,0.5,Luton Town,"41,785",Villa Park,John Brooks,Match Report,
10,Sun,29/10/2023,15:30,Manchester Utd,0.9,0–3,4,Manchester City,"73,502",Old Trafford,Paul Tierney,Match Report,
