Wk,Day,Date,Time,Home,xG,Score,xG,Away,Attendance,Venue,Referee,Match Report,Notes
9,Fri,25/10/2024,20:00,Leicester City,0.8,1–3,1.7,Nott'ham Forest,"31,879",King Power Stadium,Craig Pawson,Match Report,
9,Sat,26/10/2024,15:00,Brentford,4,4–3,1.3,Ipswich Town,"17,109",Gtech Community Stadium,Lewis Smith,Match Report,
9,Sat,26/10/2024,15:00,Brighton,1.3,2–2,1.3,Wolves,"31,840",The American Express Stadium,Michael Oliver,Match Report,
9,Sat,26/10/2024,15:00,Manchester City,2.9,1–0,0.2,Southampton,"52,844",Etihad Stadium,Tony Harrington,Match Report,
9,Sat,26/10/2024,15:00,Aston Villa,1.8,1–1,0.3,Bournemouth,"42,165",Villa Park,Chris Kavanagh,Match Report,
9,Sat,26/10/2024,17:30,Everton,0.8,1–1,1.2,Fulham,"38,742",Goodison Park,John Brooks,Match Report,
9,Sun,27/10/2024,14:00,Chelsea,1.6,2–1,1.8,Newcastle Utd,"39,526",Stamford Bridge,Simon Hooper,Match Report,
9,Sun,27/10/2024,14:00,West Ham,2.8,2–1,2.3,Manchester Utd,"62,474",London Stadium,David Coote,Match Report,
9,Sun,27/10/2024,14:00,Crystal Palace,0.8,1–0,0.7,Tottenham,"25,108",Selhurst Park,Darren Bond,Match Report,
9,Sun,27/10/2024,16:30,Arsenal,0.9,2–2,0.8,Liverpool,"60,383",Emirates Stadium,Anthony Taylor,Match Report,
