Wk,Day,Date,Time,Home,xG,Score,xG,Away,Attendance,Venue,Referee,Match Report,Notes
4,Sat,14/09/2024,12:30,Southampton,1.1,0–3,2.6,Manchester Utd,"31,144",St Mary's Stadium,Stuart Attwell,Match Report,
4,Sat,14/09/2024,15:00,Brighton,1.6,0–0,0.3,Ipswich Town,"41,573",The American Express Stadium,Samuel Barrott,Match Report,
4,Sat,14/09/2024,15:00,Crystal Palace,2.5,2–2,1.2,Leicester City,"25,147",Selhurst Park,Tony Harrington,Match Report,
4,Sat,14/09/2024,15:00,Manchester City,2.1,2–1,1,Brentford,"52,148",Etihad Stadium,Darren Bond,Match Report,
4,Sat,14/09/2024,15:00,Liverpool,0.9,0–1,0.4,Nott'ham Forest,"60,344",Anfield,Michael Oliver,Match Report,
4,Sat,14/09/2024,15:00,Fulham,1.5,1–1,0.8,West Ham,"26,528",Craven Cottage,Tim Robinson,Match Report,
4,Sat,14/09/2024,17:30,Aston Villa,2.1,3–2,0.9,Everton,"41,573",Villa Park,Craig Pawson,Match Report,
4,Sat,14/09/2024,20:00,Bournemouth,1.7,0–1,0.8,Chelsea,"11,235",Vitality Stadium,Anthony Taylor,Match Report,
4,Sun,15/09/2024,14:00,Tottenham,0.7,0–1,0.7,Arsenal,"61,645",Tottenham Hotspur Stadium,Jarred Gillett,Match Report,
4,Sun,15/09/2024,16:30,Wolves,1.2,1–2,1.5,Newcastle Utd,"30,255",Molineux Stadium,Chris Kavanagh,Match Report,
