Wk,Day,Date,Time,Home,xG,Score,xG,Away,Attendance,Venue,Referee,Match Report,Notes
20,Sat,04/01/2025,12:30,Tottenham,0.9,1–2,2.5,Newcastle Utd,"61,293",Tottenham Hotspur Stadium,Andy Madley,Match Report,
20,Sat,04/01/2025,15:00,Southampton,0.3,0–5,4.4,Brentford,"31,001",St Mary's Stadium,Stuart Attwell,Match Report,
20,Sat,04/01/2025,15:00,Bournemouth,1.8,1–0,0.7,Everton,"11,223",Vitality Stadium,John Brooks,Match Report,
20,Sat,04/01/2025,15:00,Crystal Palace,1.1,1–1,1.2,Chelsea,"25,179",Selhurst Park,Tim Robinson,Match Report,
20,Sat,04/01/2025,15:00,Manchester City,1.9,4–1,1.4,West Ham,"52,737",Etihad Stadium,Michael Salisbury,Match Report,
20,Sat,04/01/2025,15:00,Aston Villa,1.4,2–1,0.4,Leicester City,"42,386",Villa Park,Jarred Gillett,Match Report,
20,Sat,04/01/2025,17:30,Brighton,1.5,1–1,0.9,Arsenal,"31,714",The American Express Stadium,Anthony Taylor,Match Report,
20,Sun,05/01/2025,14:00,Fulham,2.2,2–2,1.5,Ipswich Town,"27,042",Craven Cottage,Darren Bond,Match Report,
20,Sun,05/01/2025,16:30,Liverpool,2.7,2–2,1,Manchester Utd,"60,275",Anfield,Michael Oliver,Match Report,
20,Mon,06/01/2025,20:00,Wolves,1.5,0–3,2.1,Nott'ham Forest,"29,940",Molineux Stadium,Peter Bankes,Match Report,
