Wk,Day,Date,Time,Home,xG,Score,xG,Away,Attendance,Venue,Referee,Match Report,Notes
3,Sat,31/08/2024,12:30,Arsenal,2.1,1–1,1.7,Brighton,"60,326",Emirates Stadium,Chris Kavanagh,Match Report,
3,Sat,31/08/2024,15:00,Everton,1.8,2–3,2.4,Bournemouth,"38,805",Goodison Park,Stuart Attwell,Match Report,
3,Sat,31/08/2024,15:00,Leicester City,0.4,1–2,1.4,Aston Villa,"31,725",King Power Stadium,David Coote,Match Report,
3,Sat,31/08/2024,15:00,Nott'ham Forest,1,1–1,0.7,Wolves,"29,918",The City Ground,Simon Hooper,Match Report,
3,Sat,31/08/2024,15:00,Ipswich Town,0.4,1–1,0.9,Fulham,"29,517",Portman Road Stadium,Lewis Smith,Match Report,
3,Sat,31/08/2024,15:00,Brentford,2.8,3–1,1.5,Southampton,"16,955",Gtech Community Stadium,Joshua Smith,Match Report,
3,Sat,31/08/2024,17:30,West Ham,0.7,1–3,3,Manchester City,"62,469",London Stadium,Michael Oliver,Match Report,
3,Sun,01/09/2024,13:30,Newcastle Utd,1.8,2–1,1.2,Tottenham,"52,211",St James' Park,Robert Jones,Match Report,
3,Sun,01/09/2024,13:30,Chelsea,2.4,1–1,0.5,Crystal Palace,"39,298",Stamford Bridge,Jarred Gillett,Match Report,
3,Sun,01/09/2024,16:00,Manchester Utd,1.4,0–3,1.8,Liverpool,"73,738",Old Trafford,Anthony Taylor,Match Report,
