Wk,Day,Date,Time,Home,xG,Score,xG,Away,Attendance,Venue,Referee,Match Report,Notes
2,Sat,24/08/2024,12:30,Brighton,2.1,2–1,1.4,Manchester Utd,"31,537",The American Express Stadium,Craig Pawson,Match Report,
2,Sat,24/08/2024,15:00,Tottenham,2.4,4–0,1,Everton,"61,357",Tottenham Hotspur Stadium,Anthony Taylor,Match Report,
2,Sat,24/08/2024,15:00,Fulham,1.8,2–1,0.6,Leicester City,"25,401",Craven Cottage,Darren Bond,Match Report,
2,Sat,24/08/2024,15:00,Crystal Palace,1.3,0–2,1.4,West Ham,"25,099",Selhurst Park,Robert Jones,Match Report,
2,Sat,24/08/2024,15:00,Manchester City,3.3,4–1,0.3,Ipswich Town,"53,147",Etihad Stadium,Samuel Allison,Match Report,
2,Sat,24/08/2024,15:00,Southampton,0.1,0–1,2.2,Nott'ham Forest,"31,150",St Mary's Stadium,Samuel Barrott,Match Report,
2,Sat,24/08/2024,17:30,Aston Villa,1.2,0–2,0.9,Arsenal,"41,587",Villa Park,Michael Oliver,Match Report,
2,Sun,25/08/2024,14:00,Bournemouth,2.2,1–1,1.6,Newcastle Utd,"11,161",Vitality Stadium,David Coote,Match Report,
2,Sun,25/08/2024,14:00,Wolves,1.9,2–6,1.6,Chelsea,"31,235",Molineux Stadium,Darren England,Match Report,
2,Sun,25/08/2024,16:30,Liverpool,2.5,2–0,0.5,Brentford,"60,017",Anfield,Stuart Attwell,Match Report,
