Wk,Day,Date,Time,Home,xG,Score,xG,Away,Attendance,Venue,Referee,Match Report,Notes
7,Sat,30/09/2023,12:30,Aston Villa,1.6,6–1,1.7,Brighton,"40,636",Villa Park,Andy Madley,Match Report,
7,Sat,30/09/2023,15:00,Wolves,0.4,2–1,0.9,Manchester City,"31,415",Molineux Stadium,Craig Pawson,Match Report,
7,Sat,30/09/2023,15:00,Bournemouth,0.6,0–4,3.4,Arsenal,"11,193",Vitality Stadium,Michael Salisbury,Match Report,
7,Sat,30/09/2023,15:00,Everton,2.9,1–2,0.9,Luton Town,"39,289",Goodison Park,Anthony Taylor,Match Report,
7,Sat,30/09/2023,15:00,Newcastle Utd,3.2,2–0,0.6,Burnley,"51,687",St James' Park,Thomas Bramall,Match Report,
7,Sat,30/09/2023,15:00,West Ham,2.1,2–0,1.1,Sheffield Utd,"62,459",London Stadium,Graham Scott,Match Report,
7,Sat,30/09/2023,15:00,Manchester Utd,1.3,0–1,0.9,Crystal Palace,"73,428",Old Trafford,Chris Kavanagh,Match Report,
7,Sat,30/09/2023,17:30,Tottenham,2.2,2–1,1.3,Liverpool,"62,001",Tottenham Hotspur Stadium,Simon Hooper,Match Report,
7,Sun,01/10/2023,14:00,Nott'ham Forest,0.5,1–1,1.6,Brentford,"29,004",The City Ground,Paul Tierney,Match Report,
7,Mon,02/10/2023,20:00,Fulham,1.1,0–2,1.7,Chelsea,"24,445",Craven Cottage,Tim Robinson,Match Report,
2,Tue,03/10/2023,19:30,Luton Town,1.3,1–2,1,Burnley,"10,918",Kenilworth Road Stadium,Peter Bankes,Match Report,
