Wk,Day,Date,Time,Home,xG,Score,xG,Away,Attendance,Venue,Referee,Match Report,Notes
6,Sat,23/09/2023,15:00,Manchester City,1.3,2–0,1,Nott'ham Forest,"53,413",Etihad Stadium,Anthony Taylor,Match Report,
6,Sat,23/09/2023,15:00,Luton Town,2.1,1–1,0.6,Wolves,"10,893",Kenilworth Road Stadium,Joshua Smith,Match Report,
6,Sat,23/09/2023,15:00,Crystal Palace,0.3,0–0,0.6,Fulham,"25,072",Selhurst Park,Paul Tierney,Match Report,
6,Sat,23/09/2023,17:30,Brentford,1,1–3,1.9,Everton,"16,981",Gtech Community Stadium,Michael Oliver,Match Report,
6,Sat,23/09/2023,20:00,Burnley,1.1,0–1,1,Manchester Utd,"21,593",Turf Moor,Tony Harrington,Match Report,
6,Sun,24/09/2023,14:00,Arsenal,1.8,2–2,1.4,Tottenham,"60,156",Emirates Stadium,Robert Jones,Match Report,
6,Sun,24/09/2023,14:00,Brighton,1.9,3–1,1.1,Bournemouth,"31,617",The American Express Community Stadium,John Brooks,Match Report,
6,Sun,24/09/2023,14:00,Chelsea,1.3,0–1,1,Aston Villa,"39,700",Stamford Bridge,Jarred Gillett,Match Report,
6,Sun,24/09/2023,14:00,Liverpool,3,3–1,1.1,West Ham,"50,136",Anfield,Chris Kavanagh,Match Report,
6,Sun,24/09/2023,16:30,Sheffield Utd,0.9,0–8,3.9,Newcastle Utd,"31,127",Bramall Lane,Stuart Attwell,Match Report,
