Wk,Day,Date,Time,Home,xG,Score,xG,Away,Attendance,Venue,Referee,Match Report,Notes
1,Fri,11/08/2023,20:00,Burnley,0.3,0–3,1.9,Manchester City,"21,572",Turf Moor,Craig Pawson,Match Report,
1,Sat,12/08/2023,12:30,Arsenal,0.8,2–1,1.2,Nott'ham Forest,"59,984",Emirates Stadium,Michael Oliver,Match Report,
1,Sat,12/08/2023,15:00,Everton,2.7,0–1,1.5,Fulham,"39,940",Goodison Park,Stuart Attwell,Match Report,
1,Sat,12/08/2023,15:00,Sheffield Utd,0.5,0–1,1.9,Crystal Palace,"31,194",Bramall Lane,John Brooks,Match Report,
1,Sat,12/08/2023,15:00,Brighton,4,4–1,1.5,Luton Town,"31,872",The American Express Community Stadium,David Coote,Match Report,
1,Sat,12/08/2023,15:00,Bournemouth,1.3,1–1,1.1,West Ham,"11,245",Vitality Stadium,Peter Bankes,Match Report,
1,Sat,12/08/2023,17:30,Newcastle Utd,3.3,5–1,1.8,Aston Villa,"52,207",St James' Park,Andy Madley,Match Report,
1,Sun,13/08/2023,14:00,Brentford,2.2,2–2,1.3,Tottenham,"17,066",Brentford Community Stadium,Robert Jones,Match Report,
1,Sun,13/08/2023,16:30,Chelsea,1.4,1–1,1.3,Liverpool,"40,096",Stamford Bridge,Anthony Taylor,Match Report,
1,Mon,14/08/2023,20:00,Manchester Utd,2.2,1–0,2.2,Wolves,"73,358",Old Trafford,Simon Hooper,Match Report,
