Wk,Day,Date,Time,Home,xG,Score,xG,Away,Attendance,Venue,Referee,Match Report,Notes
12,Sat,11/11/2023,12:30,Wolves,2.1,2–1,0.7,Tottenham,"31,642",Molineux Stadium,Tim Robinson,Match Report,
12,Sat,11/11/2023,15:00,Arsenal,1.8,3–1,0.3,Burnley,"60,232",Emirates Stadium,Michael Oliver,Match Report,
12,Sat,11/11/2023,15:00,Manchester Utd,2.2,1–0,0.4,Luton Town,"73,599",Old Trafford,Graham Scott,Match Report,
12,Sat,11/11/2023,15:00,Crystal Palace,2.2,2–3,1.5,Everton,"25,103",Selhurst Park,Samuel Barrott,Match Report,
12,Sat,11/11/2023,17:30,Bournemouth,2.4,2–0,0.5,Newcastle Utd,"11,201",Vitality Stadium,Chris Kavanagh,Match Report,
12,Sun,12/11/2023,14:00,West Ham,1.8,3–2,1.7,Nott'ham Forest,"62,470",London Stadium,Michael Salisbury,Match Report,
12,Sun,12/11/2023,14:00,Liverpool,1.7,3–0,1.6,Brentford,"50,151",Anfield,Paul Tierney,Match Report,
12,Sun,12/11/2023,14:00,Aston Villa,3,3–1,0.9,Fulham,"41,608",Villa Park,Simon Hooper,Match Report,
12,Sun,12/11/2023,14:00,Brighton,1.5,1–1,1.1,Sheffield Utd,"31,367",The American Express Community Stadium,John Brooks,Match Report,
12,Sun,12/11/2023,16:30,Chelsea,2.9,4–4,2.9,Manchester City,"39,532",Stamford Bridge,Anthony Taylor,Match Report,
