Wk,Day,Date,Time,Home,xG,Score,xG,Away,Attendance,Venue,Referee,Match Report,Notes
37,Sat,11/05/2024,12:30,Fulham,0.1,0–4,3.2,Manchester City,"24,418",Craven Cottage,Anthony Taylor,Match Report,
37,Sat,11/05/2024,15:00,Wolves,1.6,1–3,2.6,Crystal Palace,"31,424",Molineux Stadium,Thomas Bramall,Match Report,
37,Sat,11/05/2024,15:00,West Ham,3.2,3–1,0.3,Luton Town,"62,475",London Stadium,Michael Oliver,Match Report,
37,Sat,11/05/2024,15:00,Tottenham,2.7,2–1,0.7,Burnley,"61,148",Tottenham Hotspur Stadium,Jarred Gillett,Match Report,
37,Sat,11/05/2024,15:00,Everton,2.3,1–0,0.6,Sheffield Utd,"39,221",Goodison Park,Stuart Attwell,Match Report,
37,Sat,11/05/2024,15:00,Newcastle Utd,2.2,1–1,1.4,Brighton,"51,997",St James' Park,Darren England,Match Report,
37,Sat,11/05/2024,15:00,Bournemouth,0.7,1–2,1.1,Brentford,"11,154",Vitality Stadium,Matt Donohue,Match Report,
37,Sat,11/05/2024,17:30,Nott'ham Forest,1.5,2–3,1.6,Chelsea,"29,708",The City Ground,Tony Harrington,Match Report,
37,Sun,12/05/2024,16:30,Manchester Utd,0.5,0–1,1.5,Arsenal,"73,600",Old Trafford,Paul Tierney,Match Report,
37,Mon,13/05/2024,20:00,Aston Villa,3.1,3–3,1.7,Liverpool,"42,241",Villa Park,Simon Hooper,Match Report,
34,Tue,14/05/2024,20:00,Tottenham,1.7,0–2,2.4,Manchester City,"61,065",Tottenham Hotspur Stadium,Chris Kavanagh,Match Report,
34,Wed,15/05/2024,19:45,Brighton,1.3,1–2,1.5,Chelsea,"31,555",The American Express Community Stadium,Michael Salisbury,Match Report,
34,Wed,15/05/2024,20:00,Manchester Utd,1.5,3–2,2.2,Newcastle Utd,"73,582",Old Trafford,Robert Jones,Match Report,
