Wk,Day,Date,Time,Home,xG,Score,xG,Away,Attendance,Venue,Referee,Match Report,Notes
16,Sat,09/12/2023,12:30,Crystal Palace,1.7,1–2,1.2,Liverpool,"25,103",Selhurst Park,Andy Madley,Match Report,
16,Sat,09/12/2023,15:00,Manchester Utd,1.1,0–3,1.5,Bournemouth,"73,427",Old Trafford,Peter Bankes,Match Report,
16,Sat,09/12/2023,15:00,Wolves,1.2,1–1,1.3,Nott'ham Forest,"31,543",Molineux Stadium,Samuel Barrott,Match Report,
16,Sat,09/12/2023,15:00,Brighton,2.6,1–1,0.6,Burnley,"31,511",The American Express Community Stadium,Simon Hooper,Match Report,
16,Sat,09/12/2023,15:00,Sheffield Utd,0.8,1–0,0.6,Brentford,"28,509",Bramall Lane,Stuart Attwell,Match Report,
16,Sat,09/12/2023,17:30,Aston Villa,0.6,1–0,1.4,Arsenal,,Villa Park,Jarred Gillett,Match Report,
16,Sun,10/12/2023,14:00,Everton,1.2,2–0,0.9,Chelsea,"39,280",Goodison Park,Michael Oliver,Match Report,
16,Sun,10/12/2023,14:00,Fulham,2.3,5–0,1.3,West Ham,"23,988",Craven Cottage,Paul Tierney,Match Report,
16,Sun,10/12/2023,14:00,Luton Town,0.3,1–2,1.6,Manchester City,"11,047",Kenilworth Road Stadium,Tim Robinson,Match Report,
16,Sun,10/12/2023,16:30,Tottenham,3.8,4–1,1.7,Newcastle Utd,"61,171",Tottenham Hotspur Stadium,Chris Kavanagh,Match Report,
